segment_id,p_happy,p_angry,p_sad,p_neutral
0,0.035999,0.045284,0.0129,0.905817
1,0.060054,0.033656,0.008531,0.897759
2,0.010681,0.011892,0.005942,0.971485
3,0.011776,0.004703,0.003719,0.979802
4,0.026755,0.012706,0.002635,0.957904
5,0.013457,0.040757,0.002041,0.943745
6,0.013948,0.013076,0.012955,0.960021
7,0.011518,0.005625,0.014671,0.968185
8,0.047125,0.035222,0.013014,0.904639
9,0.016463,0.151121,0.019615,0.812802
10,0.021173,0.256203,0.017356,0.705268
11,0.040447,0.422917,0.009994,0.526642
12,0.010177,0.370631,0.012612,0.606581
13,0.002975,0.012939,0.085252,0.898834
14,0.013864,0.005833,0.037801,0.942502
15,0.015607,0.012741,0.011101,0.960551
16,0.010541,0.013375,0.005408,0.970676
17,0.056167,0.09646,0.008891,0.838482
18,0.023192,0.195864,0.006074,0.774869
19,0.007669,0.005588,0.002645,0.984099
20,0.00721,0.006248,0.017803,0.968739
21,0.005537,0.014684,0.02202,0.957758
22,0.006279,0.017473,0.008452,0.967795
23,0.006844,0.007149,0.006758,0.979249
24,0.017999,0.014985,0.018606,0.94841
25,0.016664,0.004096,0.003941,0.975298
26,0.056546,0.003678,0.004571,0.935205
27,0.033654,0.00284,0.026036,0.93747
28,0.041554,0.055187,0.015014,0.888245
29,0.278417,0.007112,0.216578,0.497893
30,0.006511,0.00846,0.059117,0.925913
31,0.004298,0.018438,0.003515,0.973749
32,0.004738,0.008612,0.00297,0.98368
33,0.026264,0.013708,0.017063,0.942964
34,0.023015,0.007626,0.003217,0.966142
35,0.156623,0.01029,0.011397,0.821691
36,0.081851,0.031957,0.11266,0.773532
37,0.050753,0.007129,0.008412,0.933705
38,0.106251,0.007953,0.010403,0.875393
39,0.058567,0.021493,0.020356,0.899583
40,0.032279,0.020373,0.003699,0.943648
41,0.010782,0.047552,0.012071,0.929595
42,0.105281,0.009215,0.025024,0.86048
43,0.005835,0.005083,0.003839,0.985243
44,0.106643,0.005869,0.008021,0.879467
45,0.107626,0.006849,0.015088,0.870437
46,0.008908,0.005372,0.012007,0.973714
47,0.014648,0.01213,0.049434,0.923788
48,0.005048,0.00415,0.013469,0.977333
49,0.013429,0.004622,0.005164,0.976785
50,0.012285,0.006052,0.008824,0.972839
51,0.82132,0.010873,0.011075,0.156731
52,0.753582,0.04356,0.013582,0.189276
53,0.027879,0.004069,0.01843,0.949622
54,0.008433,0.004608,0.012964,0.973995
55,0.006901,0.008112,0.005083,0.979905
56,0.166291,0.016007,0.00922,0.808482
57,0.007025,0.014911,0.009816,0.968249
58,0.01018,0.010246,0.00643,0.973144
59,0.025332,0.003896,0.021944,0.948828
60,0.018898,0.004843,0.013603,0.962656
61,0.013613,0.005018,0.00519,0.976179
62,0.419232,0.011751,0.011272,0.557746
63,0.024415,0.016831,0.006601,0.952152
64,0.004843,0.006483,0.002575,0.986098
65,0.039783,0.00872,0.022179,0.929318
66,0.007368,0.006954,0.006188,0.979491
67,0.004347,0.013695,0.003691,0.978267
68,0.009095,0.02889,0.00546,0.956555
69,0.017642,0.006217,0.010786,0.965354
70,0.019579,0.003025,0.006304,0.971092
71,0.095831,0.09156,0.10884,0.70377
72,0.01027,0.005161,0.008389,0.97618
73,0.007681,0.009748,0.004301,0.978271
74,0.006227,0.007044,0.007879,0.978851
75,0.008243,0.149446,0.03347,0.80884
76,0.006304,0.051743,0.007331,0.934622
77,0.007087,0.01847,0.005751,0.968692
78,0.342837,0.058097,0.008483,0.590582
