clip_id,actor,emotion_code,emotion_4class,p_happy,p_angry,p_sad,p_neutral
01_01_01_01_01,1,1,neutral,0.4397374247025574,0.20246929531161456,0.07322612695222516,0.28456715303360286
01_01_01_01_02,1,1,neutral,0.5325764886226466,0.16563329108184008,0.05623999705799306,0.24555022323752018
01_01_01_02_01,1,1,neutral,0.48586445962906577,0.16918453362819785,0.04517824850364231,0.29977275823909405
01_01_01_02_02,1,1,neutral,0.6174759090392483,0.06716091857358349,0.06290253302528336,0.25246063936188484
01_02_01_01_01,1,2,neutral,0.4612082629440135,0.17859941340782137,0.06317689918473729,0.29701542446342777
01_02_01_01_02,1,2,neutral,0.5009234379927785,0.11434637958785425,0.10812584448826634,0.2766043379311009
01_02_01_02_01,1,2,neutral,0.6115763147610145,0.09258772063693387,0.07214193695548528,0.22369402764656637
01_02_01_02_02,1,2,neutral,0.5219343378964294,0.09377834733464015,0.09389551434987378,0.29039180041905654
01_02_02_01_01,1,2,neutral,0.4188929044839276,0.09605125515098449,0.18658493513353688,0.298470905231551
01_02_02_01_02,1,2,neutral,0.5088414396353964,0.07605544774376236,0.16021075072356863,0.25489236189727255
01_02_02_02_01,1,2,neutral,0.4649840087290997,0.06644027552861616,0.21709262443394417,0.25148309130834
01_02_02_02_02,1,2,neutral,0.5623749423675631,0.052295562827008,0.16099784388655816,0.22433165091887078
01_03_01_01_01,1,3,happy,0.476143198141112,0.22379455730799397,0.035226981019301044,0.26483526353159303
01_03_01_01_02,1,3,happy,0.5154401065162814,0.22027679508187212,0.058167711166080306,0.20611538723576625
01_03_01_02_01,1,3,happy,0.577213146189369,0.1511002736388489,0.052453976370071535,0.2192326038017105
01_03_01_02_02,1,3,happy,0.5100201344575355,0.21938110003866096,0.04634473462299631,0.2242540308808074
01_03_02_01_01,1,3,happy,0.439463339875222,0.31729994470990314,0.04433661281508551,0.19890010259978932
01_03_02_01_02,1,3,happy,0.5322867130208495,0.24742791814624968,0.053771077649136044,0.16651429118376473
01_03_02_02_01,1,3,happy,0.6441450075500106,0.2264329390420244,0.03164389126040445,0.09777816214756051
01_03_02_02_02,1,3,happy,0.6293371858937903,0.2431367623184681,0.03558335238332742,0.09194269940441406
01_04_01_01_01,1,4,sad,0.4057840851451268,0.13375527647686947,0.1563424007100401,0.30411823766796364
01_04_01_01_02,1,4,sad,0.5796617939440983,0.09956549390513422,0.1201353155511653,0.20063739659960222
01_04_01_02_01,1,4,sad,0.41225675948766627,0.14372894216384424,0.10694703184204503,0.3370672665064445
01_04_01_02_02,1,4,sad,0.5078956591203571,0.12087553734504229,0.10117227371842251,0.2700565298161781
01_04_02_01_01,1,4,sad,0.4126426744163327,0.10990605736564886,0.13704119444275056,0.3404100737752679
01_04_02_01_02,1,4,sad,0.5351843879691011,0.1792294599002294,0.0786776826660004,0.20690846946466906
01_04_02_02_01,1,4,sad,0.5624315186509903,0.15256238440836128,0.05262327761792549,0.23238281932272298
01_04_02_02_02,1,4,sad,0.5989554319962307,0.19083858591827157,0.04305986362910141,0.16714611845639624
01_05_01_01_01,1,5,angry,0.29565629470907184,0.5647413210647997,0.013326695883994124,0.12627568834213435
01_05_01_01_02,1,5,angry,0.33035704389628257,0.5252066121137188,0.023614561225458713,0.12082178276453995
01_05_01_02_01,1,5,angry,0.4972633261368727,0.33503770200617583,0.034989990961404684,0.13270898089554667
01_05_01_02_02,1,5,angry,0.36979485667318107,0.4863353557481738,0.021160468073364077,0.12270931950528093
01_05_02_01_01,1,5,angry,0.4392844601506046,0.48534813198075977,0.034742399655160267,0.040625008213475346
01_05_02_01_02,1,5,angry,0.4955191537940361,0.4189422240218122,0.03548881603897053,0.05004980614518108
01_05_02_02_01,1,5,angry,0.5622101336779035,0.35691784236609864,0.019589330880477616,0.061282693075520374
01_05_02_02_02,1,5,angry,0.6343951062170738,0.30383269488310116,0.021103772307543667,0.0406684265922814
01_06_01_01_01,1,6,neutral,0.596188777417783,0.14005067888533604,0.09084314237880517,0.1729174013180759
01_06_01_01_02,1,6,neutral,0.5579743016733022,0.10195092768004177,0.07305207984263404,0.2670226908040219
01_06_01_02_01,1,6,neutral,0.6670204288296657,0.04410979431073036,0.09594340904479885,0.19292636781480513
01_06_01_02_02,1,6,neutral,0.5639195572050845,0.032482358982069096,0.1991207524632562,0.2044773313495903
01_06_02_01_01,1,6,neutral,0.6135988175778284,0.04461787639719258,0.28943991336185576,0.05234339266312329
01_06_02_01_02,1,6,neutral,0.544836193936935,0.08895140033933367,0.24968942614539952,0.1165229795783317
01_06_02_02_01,1,6,neutral,0.6006795433762818,0.17589888201225096,0.137340195032641,0.08608137957882636
01_06_02_02_02,1,6,neutral,0.7368602375498886,0.06812317965836145,0.16291874659058775,0.032097836201162175
01_07_01_01_01,1,7,neutral,0.5021546946964687,0.12547776720791357,0.15259577484326714,0.21977176325235065
01_07_01_01_02,1,7,neutral,0.5088988694323898,0.1930261433593059,0.10981889227823492,0.18825609493006928
01_07_01_02_01,1,7,neutral,0.5901083126480827,0.03580922969917058,0.11847249885887672,0.25560995879387005
01_07_01_02_02,1,7,neutral,0.6342719670814514,0.07265697004479038,0.09177123013406394,0.20129983273969437
01_07_02_01_01,1,7,neutral,0.34010437813488875,0.4120817434915912,0.09115073743675123,0.15666314093676884
01_07_02_01_02,1,7,neutral,0.6382558845476296,0.12318343671850471,0.10279323589332369,0.13576744284054204
01_07_02_02_01,1,7,neutral,0.5484492521076185,0.18900423834831978,0.1468111610855508,0.115735348458511
01_07_02_02_02,1,7,neutral,0.5647568942518687,0.20348283843528836,0.1170153603798662,0.11474490693297675
01_08_01_01_01,1,8,neutral,0.4484400278262965,0.22011308800414328,0.08931339985955171,0.24213348431000847
01_08_01_01_02,1,8,neutral,0.37370904001306154,0.2615137520711893,0.052644281003831485,0.3121329269119176
01_08_01_02_01,1,8,neutral,0.5155182439811867,0.15770476441528594,0.06473170726332529,0.26204528434020197
01_08_01_02_02,1,8,neutral,0.3634299511339557,0.3965419851924425,0.03273240312025105,0.2072956605533507
01_08_02_01_01,1,8,neutral,0.43616104581315174,0.3809958876267297,0.033991390637970964,0.1488516759221476
01_08_02_01_02,1,8,neutral,0.3454058124384275,0.482648497329843,0.040722779660365395,0.1312229105713641
