segment_id,start,end,speaker_id
0,0.3,0.76,SPEAKER_03
1,8.2,10.71,SPEAKER_03
2,26.42,26.63,SPEAKER_00
3,26.86,26.88,SPEAKER_00
4,26.9,27.77,SPEAKER_00
5,32.97,33.04,SPEAKER_00
6,37.02,39.75,SPEAKER_03
7,61.74,63.01,SPEAKER_00
8,63.14,63.53,SPEAKER_00
9,63.57,63.58,SPEAKER_00
10,66.74,68.49,SPEAKER_03
11,68.66,68.95,SPEAKER_03
12,69.67,78.96,SPEAKER_03
13,80.31,81.99,SPEAKER_02
14,82.35,82.99,SPEAKER_03
15,85.96,88.61,SPEAKER_03
16,89.11,89.4,SPEAKER_02
17,90.53,91.17,SPEAKER_03
18,92.57,99.26,SPEAKER_03
19,100.61,129.53,SPEAKER_03
20,131.4,133.85,SPEAKER_03
21,135.98,159.5,SPEAKER_03
22,161.19,166.81,SPEAKER_03
23,168.68,170.57,SPEAKER_03
24,171.03,176.07,SPEAKER_02
25,176.07,176.29,SPEAKER_03
26,176.29,176.34,SPEAKER_02
27,176.34,176.37,SPEAKER_03
28,176.48,179.85,SPEAKER_00
29,182.1,182.77,SPEAKER_00
30,191.53,193.1,SPEAKER_00
31,194.01,196.81,SPEAKER_03
32,196.81,197.43,SPEAKER_00
33,203.64,204.15,SPEAKER_00
34,209.33,210.75,SPEAKER_00
35,212.57,223.2,SPEAKER_00
36,225.01,246.95,SPEAKER_00
37,248.94,255.47,SPEAKER_00
38,257.34,271.2,SPEAKER_00
39,272.58,320.55,SPEAKER_00
40,320.55,321.75,SPEAKER_02
41,321.75,322.02,SPEAKER_00
42,322.02,325.6,SPEAKER_02
43,325.6,441.89,SPEAKER_00
44,443.29,457.28,SPEAKER_00
45,458.02,470.84,SPEAKER_00
46,472.33,515.75,SPEAKER_00
47,515.9,516.19,SPEAKER_00
48,516.19,516.25,SPEAKER_02
49,516.25,516.37,SPEAKER_00
50,516.37,516.95,SPEAKER_02
51,516.95,517.03,SPEAKER_00
52,517.03,517.18,SPEAKER_02
53,517.18,517.52,SPEAKER_00
54,517.52,521.77,SPEAKER_02
55,521.77,522.35,SPEAKER_00
56,522.35,523.04,SPEAKER_02
57,523.04,528.69,SPEAKER_00
58,528.69,528.74,SPEAKER_03
59,529.96,532.13,SPEAKER_03
60,534.45,534.58,SPEAKER_01
61,536.5,538.83,SPEAKER_03
