meeting_id,segment_id,AU01,AU02,AU04,AU06,AU12,AU15,AU17,AU25,head_pitch,head_yaw,head_roll,gaze_x,gaze_y
ES2003b,0,0.4404290020465851,0.31718895335992175,0.44315338134765625,0.12716582541664442,0.04622408747673035,0.4655827780564626,0.5647283991177877,0.0724522266536951,-25.658509315377973,2.066571326392391,-7.481330545563826,0.0,0.0
ES2003b,1,0.45345117648442584,0.3369561235109965,0.4161007006963094,0.23043231666088104,0.05829978734254837,0.4872325360774994,0.5783248742421468,0.08874516437451045,-31.00299266207382,1.318011685547897,-8.04961477965053,0.0,0.0
ES2003b,2,0.45462940136591595,0.3486325939496358,0.29500070214271545,0.2135547399520874,0.0661679928501447,0.2712569485108058,0.5561655561129252,0.3190265782177448,-29.535753661681653,0.29764796917668324,-6.442988306458493,0.0,0.0
ES2003b,3,0.4337502022584279,0.3766598751147588,0.5502734382947286,0.1512016678849856,0.05185843134919802,0.5089220305283865,0.502403974533081,0.4884190211693446,-26.57712623574049,-0.41480357416145025,-5.362815866991849,0.0,0.0
ES2003b,4,0.4557770888010661,0.3589109281698863,0.3867851694424947,0.08304731672008832,0.03152098196248213,0.4007902791102727,0.48932557304700214,0.49938030540943146,-24.660881472972104,0.04215446805664713,-5.605954798638364,0.0,0.0
ES2003b,5,0.4395447572072347,0.41247673829396564,0.40653400619824726,0.056936975568532944,0.023362059767047565,0.3506571451822917,0.45607443650563556,0.05187434609979391,-23.75395660801468,-0.7000669971935006,-6.800430157186891,0.0,0.0
ES2003b,6,0.5138436257839203,0.40490058064460754,0.2267561654249827,0.1631116271018982,0.04566603774825732,0.2876637876033783,0.5172907809416453,0.5433870057264963,-16.328910732517315,-5.268510427381508,-5.5382893743959185,0.0,0.0
ES2003b,7,0.49599628647168476,0.22707193593184152,0.4691701978445053,0.1730494499206543,0.05484401062130928,0.4311513404051463,0.5122392773628235,0.526361495256424,4.90422191203242,12.254464909075082,-3.5094468438838913,0.0,0.0
ES2003b,8,0.5362515350182852,0.22772539655367532,0.7912895083427429,0.13419895619153976,0.039682871041198574,0.6763373215993246,0.48658279577891034,0.6242501785357794,12.622692204447938,21.611290505929265,-1.3561133157089886,0.0,0.0
ES2003b,9,0.513210395971934,0.28551583488782245,0.7169960935910543,0.11893453945716222,0.037989262491464615,0.5249607463677725,0.4759209454059601,0.411136481910944,8.127803560426315,10.662345340430523,1.5555736262545254,0.0,0.0
ES2003b,10,0.40921839078267414,0.4192802906036377,0.4126958151658376,0.058880432198445,0.022693158748249214,0.3660947581132253,0.4885251522064209,0.02344830023745696,-23.61208795357317,1.371415081249454,-7.193741836877478,0.0,0.0
ES2003b,11,0.40478256344795227,0.3185092608133952,0.34014322360356647,0.09175585955381393,0.03834340224663416,0.4556321899096171,0.5164869626363119,0.02904670313000679,-22.977463629620104,1.8339667258493282,-7.8371755679335005,0.0,0.0
ES2003b,12,0.5288439194361368,0.336514671643575,0.4049639453490575,0.06986034909884135,0.02751094102859497,0.29602814217408496,0.5089300672213236,0.027325067358712356,-21.30671283521819,2.3770339218921017,-8.308660809796063,0.0,0.0
ES2003b,13,0.38953477144241333,0.4593379994233449,0.3503048022588094,0.082373791684707,0.030804576352238655,0.4842744668324788,0.5457894802093506,0.05414803046733141,-20.59284204217789,2.67834140123531,-8.932328010530155,0.0,0.0
ES2003b,14,0.3395003080368042,0.5088229179382324,0.33685973286628723,0.08621703336636226,0.027348687251408894,0.3466767966747284,0.5166560808817545,0.41259337961673737,-16.21608718008918,2.9609780939834547,-9.156572187002261,0.0,0.0
ES2003b,15,0.41527602076530457,0.4309387008349101,0.33284225563208264,0.09082547823588054,0.028280182431141537,0.4800852835178375,0.4904690186182658,0.3219183360536893,-18.005778283701858,3.2235382488541577,-9.13515810408071,0.0,0.0
ES2003b,16,0.6090713540712992,0.4009143610795339,0.17521721869707108,0.11358132213354111,0.05795055814087391,0.23779899875322977,0.5158533851305643,0.07769422892791529,-20.666238109015637,4.017781012235115,-9.76712540765587,0.0,0.0
ES2003b,17,0.497714638710022,0.44318560759226483,0.21969023843606314,0.11330745369195938,0.09144656422237556,0.4332774778207143,0.5018151005109152,0.07529798087974389,-17.037562793955072,7.633529850913786,-7.364523860464298,0.0,0.0
ES2003b,18,0.4755660394827525,0.3538466642300288,0.2008442059159279,0.062963105738163,0.019612945926686127,0.3982829650243123,0.5632995367050171,0.05256482042993108,-10.329509427680916,14.662937267934211,-9.176424321727085,0.0,0.0
ES2003b,19,0.4157830476760864,0.2524878680706024,0.16322630643844604,0.06562748303016026,0.011192464890579382,0.3880208134651184,0.5487744212150574,0.12108769578238328,-11.451200980144165,15.978162180181343,-8.50188190531441,0.0,0.0
ES2003b,20,0.4673667748769124,0.2207480619351069,0.18067153791586557,0.07019785791635513,0.011325206607580185,0.2729427367448807,0.5341958800951639,0.3030868222316106,-9.899319195248895,15.411000437967067,-9.302713066094471,0.0,0.0
ES2003b,21,0.4634042779604594,0.21094855666160583,0.27359675864378613,0.07231728980938594,0.01062569860368967,0.3277340233325958,0.5667556921641032,0.20847764238715172,-11.216974615411695,15.026536211492674,-10.052482986242635,0.0,0.0
ES2003b,22,0.47258779406547546,0.2338810016711553,0.2759762853384018,0.06432077536980312,0.013523198353747526,0.31581856807072956,0.574647068977356,0.15420905003945032,-17.28293887352963,13.133214724081967,-10.19480705012591,0.0,0.0
ES2003b,23,0.5669061541557312,0.3079977383216222,0.24472367515166601,0.06325512751936913,0.013633522515495619,0.310383935769399,0.5132975180943807,0.036559637635946274,-18.152032205023485,8.872046482774799,-9.274230402328245,0.0,0.0
ES2003b,24,0.4740746219952901,0.30529002845287323,0.2752046287059784,0.06734728813171387,0.016618994064629078,0.3575531641642253,0.5145621995131174,0.020593667558083933,-18.694395113009275,6.50585152813465,-8.75998436978933,0.0,0.0
ES2003b,25,0.5387120048205057,0.42522533734639484,0.21729408701260886,0.06379805505275726,0.01435545894006888,0.19144982596238455,0.5147577623526255,0.03329015003206829,-18.874764685669593,5.3465269763599315,-8.208618166509444,0.0,0.0
