meeting_id,segment_id,AU01,AU02,AU04,AU06,AU12,AU15,AU17,AU25,head_pitch,head_yaw,head_roll,gaze_x,gaze_y
ES2004a,0,0.35907413562138873,0.179559163749218,0.4302429258823395,0.1494524578253428,0.08811137949426968,0.14821735893686613,0.3794969916343689,0.3311414023240407,-26.292997091050324,-23.603311972010502,-2.1634805170611173,0.0,0.0
ES2004a,1,0.5890531341234843,0.24341215193271637,0.41458606719970703,0.14241053412357965,0.04776968931158384,0.3220210870107015,0.43456771969795227,0.4608691881100337,-9.38516557658689,4.940211615467284,-2.956054302933086,0.0,0.0
ES2004a,2,0.5780505736668905,0.20793103178342184,0.5214377741018931,0.1046055480837822,0.018898529931902885,0.3483810027440389,0.4264518121878306,0.7711792786916097,3.261868449972846,24.891870830551127,-0.6910639668009476,0.0,0.0
ES2004a,3,0.490565021832784,0.15845844149589539,0.4611063798268636,0.12423404802878697,0.02251526340842247,0.38133078813552856,0.47408504287401837,0.3064977029959361,-8.221773876942448,26.67531627865138,-8.850138946558275,0.0,0.0
ES2004a,4,0.40891964236895245,0.12031180908282597,0.29850491881370544,0.13290871431430182,0.024765583996971447,0.4074546794096629,0.509641190369924,0.1512668952345848,-19.409501510786153,2.252237326051867,-2.901258854474166,0.0,0.0
ES2004a,5,0.6510959068934122,0.40170010924339294,0.4414079984029134,0.09400243312120438,0.04427599720656872,0.2918783475955327,0.367538183927536,0.6553437610467275,-6.575233596840643,-1.262509656881934,-5.307915827958094,0.0,0.0
ES2004a,6,0.5475867489973704,0.22670388221740723,0.28371238708496094,0.08092602342367172,0.029462328180670738,0.3591151684522629,0.3613479435443878,0.5726618493596712,-3.966695593830952,7.400138484967301,-3.246007555958577,0.0,0.0
ES2004a,7,0.6293716231981913,0.2233871171871821,0.5113822867472967,0.14293853690226874,0.09234106168150902,0.42420317729314166,0.4903845191001892,0.5291925966739655,6.466255927386541,15.121430682678016,0.6207748608633264,0.0,0.0
ES2004a,8,0.5128168861071268,0.26739497979482013,0.34489360948403675,0.10329046348730724,0.05278477196892103,0.4659545123577118,0.350643128156662,0.772119919459025,-2.657603770019953,-22.718596097508236,-5.6612800858267045,0.0,0.0
ES2004a,9,0.49297640721003216,0.2152639627456665,0.4044437110424042,0.14712070425351462,0.05045523432393869,0.3488682210445404,0.43337274591128033,0.6819991072018942,5.615372387058097,-39.983042085806524,-12.171569440742756,0.0,0.0
ES2004a,10,0.5992807944615682,0.2842179586489995,0.5127361516157786,0.08458025256792705,0.029789659815529983,0.32446909447511035,0.4771266082922618,0.20540536691745123,-6.502009802602441,34.986335700092404,-2.7962176121406572,0.0,0.0
ES2004a,11,0.5937912265459696,0.21360032260417938,0.45569318532943726,0.06361496324340503,0.02669885444144408,0.36592139303684235,0.34311216076215106,0.5464527060588201,1.86577618070635,1.0776965642860847,-7.601080135743733,0.0,0.0
ES2004a,12,0.515483150879542,0.2803593923648198,0.3474459946155548,0.0852510929107666,0.04474612201253573,0.2406753102938334,0.24580464760462442,0.6093644549449285,-2.444847338231709,-16.08915439660539,-9.038004308355296,0.0,0.0
ES2004a,13,0.33991436163584393,0.10523475706577301,0.598544716835022,0.153594471514225,0.08188048067192237,0.30626774330933887,0.4765879809856415,0.6823981751998266,-14.824446173616371,-16.905979839602352,3.2771270962257546,0.0,0.0
ES2004a,14,0.3264053662618001,0.06827165062228839,0.5263745089372,0.20017421742280325,0.10206913823882739,0.23119222124417624,0.48458610971768695,0.8558285633722941,-17.041208114215912,-18.269765478338233,4.29841503403938,0.0,0.0
ES2004a,15,0.4245256284872691,0.1526983641088009,0.3760356356700261,0.22319920857747397,0.10015593717495601,0.5119660596052805,0.5529511272907257,0.5673644443353018,-2.9364611899166153,7.755849359075843,3.1364092837082853,0.0,0.0
ES2004a,16,0.5254963040351868,0.21619238207737604,0.5793816943963369,0.11327758679787318,0.04482499758402506,0.3330752154191335,0.47583942612012226,0.35462452719608945,-9.192767995017721,34.53847998094304,4.075559355523748,0.0,0.0
ES2004a,17,0.5922884543736776,0.25816527505715686,0.42868708570798236,0.07656020174423854,0.09903620555996895,0.39748387535413104,0.4454176922639211,0.25949882095058757,-3.538709359982592,35.155558400502336,3.707212610258267,0.0,0.0
