segment_id,start,end,speaker_id
0,2.11,12.97,SPEAKER_00
1,12.97,17.02,SPEAKER_01
2,18.1,30.09,SPEAKER_01
3,33.36,34.14,SPEAKER_00
4,34.14,36.24,SPEAKER_03
5,36.55,42.02,SPEAKER_00
6,47.7,49.17,SPEAKER_00
7,49.36,50.77,SPEAKER_00
8,53.0,56.14,SPEAKER_00
9,62.11,100.25,SPEAKER_00
10,105.77,114.44,SPEAKER_00
11,119.05,134.19,SPEAKER_00
12,134.68,134.88,SPEAKER_03
13,138.12,144.84,SPEAKER_00
14,147.94,147.97,SPEAKER_00
15,147.97,148.7,SPEAKER_01
16,150.99,151.33,SPEAKER_01
17,155.53,159.01,SPEAKER_01
18,162.17,162.69,SPEAKER_01
19,212.35,221.65,SPEAKER_01
20,223.17,232.82,SPEAKER_01
21,234.59,241.83,SPEAKER_01
22,243.67,249.41,SPEAKER_00
23,251.54,252.62,SPEAKER_00
24,253.85,256.19,SPEAKER_03
25,256.19,262.74,SPEAKER_00
26,263.1,264.29,SPEAKER_00
27,265.96,269.78,SPEAKER_01
28,273.22,274.17,SPEAKER_03
29,274.37,276.06,SPEAKER_01
30,284.61,286.74,SPEAKER_00
31,291.16,291.28,SPEAKER_00
32,299.95,301.01,SPEAKER_03
33,301.35,303.07,SPEAKER_00
34,303.88,304.19,SPEAKER_00
35,305.03,305.6,SPEAKER_00
36,308.29,312.13,SPEAKER_00
37,317.03,319.56,SPEAKER_03
38,393.88,396.26,SPEAKER_03
39,397.91,425.84,SPEAKER_03
40,428.34,433.48,SPEAKER_00
41,439.29,439.76,SPEAKER_00
42,441.51,441.85,SPEAKER_03
43,561.19,598.08,SPEAKER_02
44,656.55,674.19,SPEAKER_00
45,680.45,702.12,SPEAKER_00
46,705.59,709.96,SPEAKER_01
47,709.96,718.89,SPEAKER_00
48,721.12,728.73,SPEAKER_00
49,730.79,735.09,SPEAKER_00
50,736.96,737.0,SPEAKER_00
51,737.0,790.14,SPEAKER_02
52,790.14,790.17,SPEAKER_00
53,790.17,790.24,SPEAKER_02
54,790.24,790.54,SPEAKER_00
55,790.54,791.32,SPEAKER_02
56,793.81,811.35,SPEAKER_02
57,812.63,820.38,SPEAKER_00
58,820.38,820.49,SPEAKER_02
59,820.49,820.51,SPEAKER_00
60,820.51,820.59,SPEAKER_02
61,820.59,820.76,SPEAKER_00
62,820.76,820.88,SPEAKER_02
63,820.88,825.62,SPEAKER_00
64,825.96,844.73,SPEAKER_02
65,845.64,853.47,SPEAKER_00
66,853.47,854.19,SPEAKER_02
67,854.19,854.97,SPEAKER_00
68,854.97,855.1,SPEAKER_02
69,855.1,855.32,SPEAKER_00
70,855.32,855.36,SPEAKER_02
71,855.36,855.41,SPEAKER_00
72,855.41,855.63,SPEAKER_02
73,855.63,855.83,SPEAKER_00
74,855.83,856.76,SPEAKER_02
75,856.76,856.98,SPEAKER_00
76,856.98,869.68,SPEAKER_02
77,870.85,875.35,SPEAKER_00
78,877.72,879.66,SPEAKER_00
79,879.66,879.67,SPEAKER_01
80,879.67,879.99,SPEAKER_00
81,879.99,904.75,SPEAKER_01
82,906.44,927.09,SPEAKER_01
83,927.09,930.69,SPEAKER_00
84,930.69,932.32,SPEAKER_01
85,933.88,952.42,SPEAKER_01
86,953.03,984.01,SPEAKER_00
87,986.88,1002.15,SPEAKER_00
88,1002.32,1002.36,SPEAKER_00
89,1002.36,1006.02,SPEAKER_03
90,1006.96,1009.46,SPEAKER_03
91,1009.46,1009.53,SPEAKER_01
92,1009.53,1015.45,SPEAKER_03
93,1016.95,1031.33,SPEAKER_00
94,1033.15,1037.78,SPEAKER_00
95,1045.76,1070.72,SPEAKER_02
96,1072.4,1074.55,SPEAKER_02
97,1075.54,1080.15,SPEAKER_00
98,1080.15,1080.23,SPEAKER_02
99,1080.23,1080.98,SPEAKER_00
100,1080.98,1087.73,SPEAKER_02
101,1088.49,1096.91,SPEAKER_00
102,1100.31,1109.17,SPEAKER_00
103,1110.05,1112.16,SPEAKER_00
104,1116.92,1118.03,SPEAKER_01
105,1118.78,1127.06,SPEAKER_00
