segment_id,start,end,speaker_id
0,0.03,5.03,SPEAKER_01
1,5.03,6.49,SPEAKER_02
2,6.49,6.93,SPEAKER_00
3,6.93,13.13,SPEAKER_02
4,13.13,13.55,SPEAKER_00
5,13.55,14.88,SPEAKER_02
6,15.07,46.03,SPEAKER_00
7,46.35,46.59,SPEAKER_00
8,47.55,62.4,SPEAKER_00
9,63.06,63.26,SPEAKER_01
10,63.7,93.7,SPEAKER_00
11,94.53,94.63,SPEAKER_02
12,94.63,94.68,SPEAKER_00
13,94.68,94.7,SPEAKER_02
14,98.65,98.87,SPEAKER_00
15,100.69,101.89,SPEAKER_00
16,108.01,130.46,SPEAKER_00
17,132.11,132.67,SPEAKER_02
18,134.25,137.43,SPEAKER_02
19,139.18,139.74,SPEAKER_00
20,140.79,142.37,SPEAKER_00
21,144.62,147.7,SPEAKER_02
22,147.7,148.35,SPEAKER_00
23,148.35,151.4,SPEAKER_02
24,156.61,163.03,SPEAKER_02
25,163.74,170.08,SPEAKER_02
26,179.58,180.63,SPEAKER_02
27,182.45,241.19,SPEAKER_02
28,241.36,297.84,SPEAKER_02
29,299.93,305.52,SPEAKER_02
30,305.99,406.92,SPEAKER_02
31,409.59,430.95,SPEAKER_02
32,431.07,431.69,SPEAKER_02
33,431.86,467.03,SPEAKER_02
34,467.97,492.17,SPEAKER_02
35,494.06,502.3,SPEAKER_02
36,503.72,524.98,SPEAKER_02
37,525.3,525.82,SPEAKER_00
38,526.8,526.87,SPEAKER_00
39,526.87,545.04,SPEAKER_02
40,545.58,545.6,SPEAKER_02
41,545.6,546.0,SPEAKER_00
42,546.0,578.34,SPEAKER_02
43,579.97,587.16,SPEAKER_02
44,588.12,594.54,SPEAKER_00
45,596.09,598.72,SPEAKER_00
46,640.74,641.21,SPEAKER_02
47,642.06,642.23,SPEAKER_02
48,642.23,642.78,SPEAKER_00
49,645.85,647.04,SPEAKER_00
50,647.04,647.05,SPEAKER_01
51,647.05,647.07,SPEAKER_00
52,647.07,649.31,SPEAKER_01
53,650.75,651.05,SPEAKER_01
54,657.14,658.51,SPEAKER_00
55,658.63,659.27,SPEAKER_01
56,662.02,662.56,SPEAKER_00
57,664.96,666.73,SPEAKER_03
58,668.43,687.32,SPEAKER_03
59,688.77,698.96,SPEAKER_03
60,699.13,699.52,SPEAKER_00
61,702.81,721.88,SPEAKER_03
62,721.88,721.93,SPEAKER_00
63,721.93,743.04,SPEAKER_03
64,744.67,763.46,SPEAKER_03
65,764.28,792.16,SPEAKER_03
66,792.16,794.56,SPEAKER_02
67,794.56,806.96,SPEAKER_00
68,806.96,807.11,SPEAKER_03
69,807.99,808.02,SPEAKER_03
70,808.5,833.47,SPEAKER_03
71,833.82,834.57,SPEAKER_03
72,835.29,835.31,SPEAKER_03
73,835.31,835.46,SPEAKER_00
74,835.46,835.6,SPEAKER_03
75,835.6,835.66,SPEAKER_00
76,835.66,835.7,SPEAKER_03
77,836.42,849.81,SPEAKER_03
78,849.81,849.97,SPEAKER_00
79,849.97,851.04,SPEAKER_03
80,851.27,851.56,SPEAKER_00
81,854.58,861.28,SPEAKER_03
82,861.28,861.63,SPEAKER_00
83,861.63,869.84,SPEAKER_03
84,870.92,870.93,SPEAKER_02
85,870.93,870.95,SPEAKER_00
86,870.95,871.57,SPEAKER_02
87,874.07,874.46,SPEAKER_02
88,874.78,875.3,SPEAKER_00
89,875.83,878.34,SPEAKER_02
90,878.59,882.1,SPEAKER_00
91,882.1,883.17,SPEAKER_02
92,896.36,896.99,SPEAKER_03
93,899.86,904.14,SPEAKER_02
94,906.37,906.44,SPEAKER_02
95,915.23,915.3,SPEAKER_00
96,916.14,918.96,SPEAKER_00
97,918.96,920.51,SPEAKER_01
98,920.51,922.62,SPEAKER_00
99,925.07,926.0,SPEAKER_01
100,944.56,944.88,SPEAKER_02
101,947.16,948.3,SPEAKER_02
102,954.18,954.89,SPEAKER_01
103,957.89,1001.04,SPEAKER_01
104,1001.22,1001.98,SPEAKER_01
105,1002.59,1068.69,SPEAKER_01
106,1068.94,1069.77,SPEAKER_02
107,1070.11,1089.4,SPEAKER_01
108,1090.26,1090.29,SPEAKER_01
109,1090.29,1090.65,SPEAKER_00
110,1090.65,1095.12,SPEAKER_01
111,1095.12,1097.28,SPEAKER_00
112,1097.83,1168.62,SPEAKER_01
113,1168.62,1169.49,SPEAKER_00
114,1169.49,1212.16,SPEAKER_01
115,1212.53,1213.01,SPEAKER_00
116,1213.09,1258.72,SPEAKER_01
117,1258.72,1259.02,SPEAKER_00
118,1259.02,1271.36,SPEAKER_01
119,1272.74,1292.77,SPEAKER_01
120,1294.82,1295.22,SPEAKER_01
121,1297.72,1318.46,SPEAKER_01
122,1318.46,1318.73,SPEAKER_00
123,1318.73,1318.98,SPEAKER_01
124,1318.98,1319.05,SPEAKER_00
125,1319.05,1319.2,SPEAKER_01
126,1319.2,1319.54,SPEAKER_00
127,1319.54,1319.55,SPEAKER_01
128,1319.55,1319.98,SPEAKER_02
129,1319.98,1320.03,SPEAKER_01
130,1320.03,1320.04,SPEAKER_02
131,1320.04,1321.34,SPEAKER_01
132,1321.34,1321.39,SPEAKER_02
133,1321.39,1328.03,SPEAKER_00
134,1328.03,1333.05,SPEAKER_02
135,1333.26,1339.1,SPEAKER_01
136,1339.1,1339.5,SPEAKER_02
137,1339.5,1340.97,SPEAKER_01
138,1340.97,1343.58,SPEAKER_02
139,1344.73,1346.72,SPEAKER_00
140,1346.72,1347.35,SPEAKER_02
141,1347.65,1348.04,SPEAKER_02
142,1348.29,1349.81,SPEAKER_02
143,1351.23,1364.97,SPEAKER_02
144,1364.97,1375.53,SPEAKER_01
145,1375.53,1390.67,SPEAKER_02
146,1390.67,1394.13,SPEAKER_00
147,1394.13,1404.35,SPEAKER_02
148,1404.35,1404.37,SPEAKER_01
149,1404.37,1404.45,SPEAKER_02
150,1404.45,1410.97,SPEAKER_01
151,1410.97,1411.03,SPEAKER_02
152,1411.03,1411.29,SPEAKER_01
153,1411.51,1426.04,SPEAKER_01
154,1426.04,1426.96,SPEAKER_00
155,1426.96,1426.98,SPEAKER_01
156,1426.98,1427.01,SPEAKER_00
157,1427.01,1428.08,SPEAKER_01
158,1428.08,1428.13,SPEAKER_00
159,1428.13,1428.31,SPEAKER_01
160,1428.31,1460.02,SPEAKER_00
161,1462.2,1468.86,SPEAKER_00
162,1469.46,1479.11,SPEAKER_03
163,1479.61,1486.09,SPEAKER_00
164,1486.43,1488.59,SPEAKER_03
165,1488.59,1500.64,SPEAKER_00
166,1500.79,1501.32,SPEAKER_00
167,1501.43,1515.03,SPEAKER_00
168,1516.05,1524.03,SPEAKER_00
169,1524.18,1524.6,SPEAKER_00
170,1524.69,1524.75,SPEAKER_00
171,1524.75,1574.69,SPEAKER_02
172,1574.84,1575.26,SPEAKER_02
173,1575.33,1575.35,SPEAKER_02
174,1575.35,1575.92,SPEAKER_00
175,1575.92,1576.56,SPEAKER_02
176,1577.54,1578.06,SPEAKER_00
177,1578.65,1587.97,SPEAKER_01
178,1587.97,1590.33,SPEAKER_00
179,1590.45,1593.72,SPEAKER_01
180,1593.87,1623.15,SPEAKER_00
181,1625.87,1631.0,SPEAKER_00
182,1631.0,1634.9,SPEAKER_02
183,1635.98,1641.26,SPEAKER_02
184,1641.26,1646.95,SPEAKER_00
185,1647.98,1650.02,SPEAKER_03
186,1650.02,1650.86,SPEAKER_00
187,1650.86,1653.12,SPEAKER_03
188,1653.12,1653.49,SPEAKER_00
189,1653.49,1657.11,SPEAKER_03
190,1657.59,1659.77,SPEAKER_00
191,1660.89,1661.17,SPEAKER_02
192,1661.24,1663.67,SPEAKER_00
