segment_id,start,end,speaker_id
0,2.41,68.51,SPEAKER_03
1,70.05,95.27,SPEAKER_00
2,96.57,97.35,SPEAKER_00
3,98.4,101.97,SPEAKER_00
4,101.97,111.36,SPEAKER_02
5,111.76,112.23,SPEAKER_01
6,112.23,112.25,SPEAKER_02
7,112.74,116.37,SPEAKER_02
8,116.37,118.11,SPEAKER_03
9,118.11,146.76,SPEAKER_02
10,146.76,146.84,SPEAKER_03
11,146.84,146.98,SPEAKER_02
12,146.98,147.01,SPEAKER_01
13,147.01,147.03,SPEAKER_02
14,147.03,147.06,SPEAKER_01
15,147.06,147.48,SPEAKER_02
16,147.48,147.5,SPEAKER_01
17,147.5,147.92,SPEAKER_03
18,147.92,148.06,SPEAKER_02
19,148.06,148.08,SPEAKER_01
20,148.08,148.14,SPEAKER_02
21,148.14,148.51,SPEAKER_01
22,148.51,149.71,SPEAKER_02
23,149.71,150.83,SPEAKER_01
24,151.62,153.04,SPEAKER_03
25,154.18,156.72,SPEAKER_02
26,157.47,158.39,SPEAKER_03
27,158.39,162.81,SPEAKER_02
28,164.06,168.8,SPEAKER_02
29,170.7,176.37,SPEAKER_02
30,176.37,181.77,SPEAKER_03
31,182.85,189.84,SPEAKER_00
32,189.84,195.16,SPEAKER_02
33,197.45,203.97,SPEAKER_02
34,203.97,214.6,SPEAKER_03
35,215.15,221.03,SPEAKER_01
36,221.03,221.08,SPEAKER_03
37,221.08,222.04,SPEAKER_01
38,222.22,225.97,SPEAKER_03
39,225.97,234.29,SPEAKER_01
40,234.29,234.31,SPEAKER_00
41,234.34,239.88,SPEAKER_00
42,240.23,240.25,SPEAKER_00
43,240.25,240.3,SPEAKER_01
44,240.3,240.35,SPEAKER_00
45,240.35,240.45,SPEAKER_01
46,240.45,240.9,SPEAKER_00
47,240.9,245.9,SPEAKER_03
48,245.9,246.68,SPEAKER_00
49,249.14,262.03,SPEAKER_00
50,262.03,262.29,SPEAKER_03
51,262.29,264.09,SPEAKER_00
52,264.28,267.06,SPEAKER_03
53,267.53,282.32,SPEAKER_02
54,283.13,283.45,SPEAKER_02
55,284.26,291.58,SPEAKER_03
56,291.82,294.26,SPEAKER_00
57,294.3,294.9,SPEAKER_03
58,300.95,307.63,SPEAKER_00
59,308.1,309.52,SPEAKER_03
60,311.98,313.37,SPEAKER_03
61,314.19,318.01,SPEAKER_00
62,318.87,321.04,SPEAKER_03
63,321.04,321.2,SPEAKER_00
64,321.2,324.25,SPEAKER_03
65,324.81,329.85,SPEAKER_00
66,330.58,332.3,SPEAKER_03
67,332.96,333.97,SPEAKER_00
68,333.97,338.34,SPEAKER_02
69,338.34,338.66,SPEAKER_03
70,338.66,341.68,SPEAKER_02
71,342.15,343.15,SPEAKER_03
72,343.15,343.99,SPEAKER_02
73,343.99,344.4,SPEAKER_03
74,344.4,349.31,SPEAKER_02
75,349.41,350.56,SPEAKER_03
76,350.56,352.09,SPEAKER_02
77,353.02,359.91,SPEAKER_02
78,360.08,360.09,SPEAKER_02
79,360.09,364.75,SPEAKER_03
80,364.75,370.03,SPEAKER_02
81,371.28,388.32,SPEAKER_02
82,388.8,391.87,SPEAKER_03
83,393.42,403.55,SPEAKER_03
84,405.71,408.86,SPEAKER_03
85,408.96,421.97,SPEAKER_03
86,421.97,422.16,SPEAKER_02
87,422.16,424.45,SPEAKER_03
88,424.45,424.76,SPEAKER_02
89,424.76,428.07,SPEAKER_03
90,430.48,431.25,SPEAKER_02
91,431.25,432.47,SPEAKER_03
92,432.47,433.03,SPEAKER_02
93,433.03,433.97,SPEAKER_03
94,433.97,435.05,SPEAKER_02
95,435.05,435.88,SPEAKER_03
96,435.88,440.5,SPEAKER_02
97,446.56,446.73,SPEAKER_02
98,446.73,446.76,SPEAKER_00
99,449.19,452.31,SPEAKER_03
100,452.89,456.85,SPEAKER_00
101,456.85,459.06,SPEAKER_03
102,460.82,462.27,SPEAKER_03
103,464.58,475.21,SPEAKER_03
104,475.96,479.26,SPEAKER_02
105,479.26,480.33,SPEAKER_03
106,480.55,483.08,SPEAKER_02
107,483.08,485.64,SPEAKER_03
108,485.64,485.96,SPEAKER_02
109,485.96,487.2,SPEAKER_03
110,487.2,489.61,SPEAKER_02
111,490.1,493.81,SPEAKER_03
112,493.81,494.28,SPEAKER_02
113,494.28,494.47,SPEAKER_03
114,494.47,496.88,SPEAKER_02
115,496.88,496.9,SPEAKER_00
116,496.9,496.97,SPEAKER_02
117,496.97,497.03,SPEAKER_00
118,497.03,498.03,SPEAKER_02
119,498.03,498.05,SPEAKER_00
120,498.05,499.89,SPEAKER_02
121,503.02,506.53,SPEAKER_03
122,506.57,509.57,SPEAKER_00
123,509.57,509.93,SPEAKER_03
124,509.93,512.86,SPEAKER_00
125,512.86,513.3,SPEAKER_03
126,513.3,513.98,SPEAKER_00
127,513.98,516.02,SPEAKER_02
128,516.74,517.32,SPEAKER_03
129,517.77,518.19,SPEAKER_02
