segment_id,p_happy,p_angry,p_sad,p_neutral
0,0.036517,0.00163,0.90941,0.052443
1,0.014864,0.003809,0.835052,0.146275
2,0.383692,9e-06,0.610473,0.005826
3,0.476196,0.00275,0.477159,0.043895
4,0.018935,0.000297,0.975666,0.005101
5,0.038195,0.000557,0.940429,0.020818
6,0.362516,0.266504,0.082273,0.288706
7,0.624478,0.013776,0.109341,0.252405
8,0.514102,0.011861,0.008441,0.465596
9,0.295333,0.026314,0.299079,0.379274
10,0.354996,0.012469,0.385354,0.247181
11,0.635567,0.072785,0.043186,0.248462
12,0.578233,0.020631,0.040434,0.360703
13,0.238936,0.01384,0.400471,0.346753
14,0.474348,0.054676,0.258237,0.21274
15,0.378474,0.018627,0.090708,0.512191
16,0.361146,0.023464,0.369913,0.245477
17,0.295152,0.089987,0.243275,0.371586
18,0.472717,0.069367,0.033019,0.424897
19,0.375314,0.041129,0.046858,0.5367
20,0.479082,0.011774,0.394329,0.114815
21,0.080583,0.034189,0.224804,0.660424
22,0.449845,0.006361,0.197148,0.346646
23,0.416734,0.075049,0.358273,0.149944
24,0.583005,0.104011,0.013903,0.299081
25,0.459083,0.03633,0.027867,0.47672
26,0.234046,0.001459,0.487089,0.277406
27,0.428225,0.012169,0.171034,0.388573
28,0.192283,0.030861,0.070288,0.706568
29,0.419446,0.016821,0.02559,0.538144
30,0.202473,0.015967,0.035683,0.745878
31,0.62676,0.006346,0.0323,0.334593
32,0.540983,0.02991,0.091318,0.337789
33,0.239493,0.228581,0.043461,0.488465
34,0.476911,0.063804,0.14809,0.311196
35,0.271237,0.097955,0.085751,0.545057
36,0.091915,0.108415,0.040457,0.759213
37,0.180044,0.021378,0.039317,0.759261
38,0.371197,0.056908,0.089715,0.482179
39,0.638574,0.003472,0.100813,0.257141
40,0.93985,0.001712,0.037126,0.021311
41,0.601423,0.028467,0.139298,0.230813
42,0.635733,0.014853,0.141948,0.207466
43,0.435525,0.01429,0.070225,0.479959
44,0.437603,0.11313,0.025624,0.423643
45,0.348861,0.242084,0.029924,0.379131
46,0.169769,0.019108,0.445149,0.365973
47,0.472521,0.005181,0.101926,0.420372
48,0.338905,0.02061,0.08117,0.559315
49,0.348825,0.038847,0.069029,0.5433
50,0.383334,0.018679,0.025679,0.572308
51,0.26712,0.001631,0.036052,0.695197
52,0.309694,0.00609,0.090876,0.59334
53,0.266383,0.001465,0.103473,0.628679
54,0.209603,0.004261,0.124018,0.662118
55,0.624111,0.014743,0.027849,0.333296
56,0.195583,0.00254,0.35598,0.445897
57,0.306944,0.002816,0.190574,0.499666
58,0.720314,0.003537,0.041394,0.234755
59,0.490626,0.005866,0.288592,0.214916
60,0.370231,0.045519,0.063503,0.520747
61,0.012446,0.004781,0.001489,0.981284
62,0.012024,0.009301,0.020124,0.958551
63,0.297803,4.2e-05,0.380325,0.32183
64,0.496123,0.009426,0.185152,0.309299
65,0.130844,0.001165,0.381277,0.486714
66,0.252869,0.000233,0.454842,0.292056
67,0.247198,0.001179,0.507411,0.244212
68,0.140979,0.000418,0.532706,0.325897
69,0.050166,8.3e-05,0.044946,0.904805
70,0.052389,0.000475,0.06414,0.882995
71,0.025624,6.2e-05,0.037459,0.936854
72,0.221749,4.6e-05,0.007013,0.771192
73,0.06223,8.1e-05,0.006429,0.93126
74,0.108307,7.6e-05,0.009442,0.882175
75,0.336254,0.000589,0.02714,0.636017
