segment_id,p_happy,p_angry,p_sad,p_neutral
0,0.194608,0.001955,0.024828,0.77861
1,0.129993,0.000141,0.066882,0.802984
2,0.064834,0.000423,0.078188,0.856555
3,0.291571,0.00032,0.043833,0.664275
4,0.136703,0.000844,0.017631,0.844822
5,0.3695,0.000403,0.012745,0.617352
6,0.668822,0.000425,0.031194,0.29956
7,0.426657,0.000123,0.003689,0.569532
8,0.232932,0.001578,0.001364,0.764126
9,0.015943,0.000165,0.000114,0.983779
10,0.357408,0.000543,0.008374,0.633675
11,0.270956,0.014341,0.001378,0.713325
12,0.408976,0.000294,0.001009,0.58972
13,0.0641,3e-06,0.000498,0.935399
14,0.347748,0.00057,0.004424,0.647258
15,0.030397,0.000109,0.001358,0.968136
16,0.422381,0.00038,0.000206,0.577033
17,0.281732,0.000181,0.004605,0.713483
18,0.145681,4.5e-05,0.009226,0.845048
19,0.07889,0.000655,0.001514,0.918941
20,0.22278,0.000903,0.001374,0.774943
21,0.499919,0.000241,0.002303,0.497536
22,0.238948,0.000141,0.004833,0.756079
23,0.465662,0.000149,0.008248,0.525942
24,0.646151,0.000155,0.00043,0.353263
25,0.685602,0.011098,0.001452,0.301848
26,0.64544,0.001351,0.001302,0.351907
27,0.199689,0.001243,0.002545,0.796523
28,0.165445,0.000352,0.001481,0.832722
29,0.201476,4.9e-05,0.000756,0.797719
30,0.27852,2.1e-05,0.001148,0.720311
31,0.431305,7.1e-05,0.003211,0.565413
32,0.546631,0.000215,0.000878,0.452276
33,0.29167,3.9e-05,0.000584,0.707707
34,0.168823,8.3e-05,0.000474,0.83062
35,0.182463,0.000363,0.00064,0.816533
36,0.053708,9e-06,0.00022,0.946062
37,0.016169,0.000163,0.00067,0.982998
38,0.087602,3.9e-05,0.000529,0.91183
39,0.127076,0.001062,0.006143,0.86572
40,0.322824,0.003127,0.002174,0.671874
41,0.514204,0.000908,0.002148,0.48274
42,0.199827,0.000348,0.002574,0.797251
43,0.030796,2.7e-05,0.000658,0.968519
44,0.028499,0.00011,0.000252,0.971139
45,0.225025,4.6e-05,0.00012,0.774809
46,0.223451,0.000151,9e-06,0.776388
47,0.461402,4.7e-05,0.000617,0.537934
48,0.194561,7.9e-05,0.000965,0.804395
49,0.404471,0.00011,0.000503,0.594916
50,0.323641,0.000184,0.003937,0.672237
51,0.143172,0.00769,0.005523,0.843616
52,0.808436,0.002183,0.001676,0.187706
53,0.700691,5.9e-05,0.008151,0.291099
54,0.644379,0.00011,0.00626,0.349251
55,0.668606,0.002392,0.258943,0.070058
56,0.749953,0.000175,0.095891,0.153981
57,0.444785,0.000137,0.0086,0.546478
58,0.050437,0.000138,0.000933,0.948492
59,0.011473,0.000192,0.000975,0.98736
60,0.248207,3.4e-05,0.014554,0.737206
61,0.344459,0.00054,0.041099,0.613902
62,0.19781,0.000236,0.004177,0.797777
63,0.049616,4.8e-05,7.4e-05,0.950262
64,0.06747,0.001322,0.000556,0.930652
65,0.077822,0.000282,0.005542,0.916354
66,0.140541,0.001007,0.003194,0.855258
67,0.595383,0.000155,0.007495,0.396968
68,0.427016,0.000134,0.023396,0.549453
69,0.6999,4.2e-05,0.021989,0.278068
70,0.869884,0.000771,0.038915,0.090431
71,0.134823,5e-06,0.178118,0.687053
72,0.672123,1.1e-05,0.046755,0.28111
73,0.059582,4.8e-05,0.844663,0.095707
74,0.39213,0.000135,0.566674,0.041061
75,0.250716,8.8e-05,0.003942,0.745255
76,0.800788,4e-06,0.056967,0.142242
77,0.627431,3.1e-05,0.0349,0.337639
78,0.267231,1.5e-05,0.548554,0.1842
79,0.521384,0.000994,0.333747,0.143875
80,0.763048,0.008124,0.074924,0.153904
81,0.437685,0.000259,0.488595,0.07346
82,0.028281,3e-06,0.890713,0.081004
83,0.02331,2.7e-05,0.960109,0.016555
84,0.720645,1.5e-05,0.046368,0.232972
85,0.305498,4.8e-05,0.001867,0.692588
86,0.195678,8e-06,0.000548,0.803766
87,0.538008,4e-06,0.004335,0.457652
88,0.175121,0.000477,0.087972,0.736429
89,0.415962,0.000189,0.061027,0.522821
90,0.16521,2.5e-05,0.088298,0.746466
91,0.039404,2.7e-05,0.020789,0.939781
92,0.292305,0.000648,0.011487,0.69556
93,0.123436,0.000956,0.007166,0.868442
94,0.200305,0.000288,0.001169,0.798238
95,0.073042,1.4e-05,0.007837,0.919107
96,0.282116,0.000107,0.117339,0.600437
97,0.175789,4e-05,0.081403,0.742767
98,0.090652,7e-06,0.054129,0.855213
99,0.267162,6.3e-05,0.198384,0.53439
100,0.605024,1.5e-05,0.153121,0.24184
101,0.31651,6e-06,0.059935,0.623549
102,0.03735,1.3e-05,0.00269,0.959948
103,0.088592,0.000149,0.007484,0.903775
104,0.052018,2.8e-05,0.007553,0.9404
105,0.063403,3.9e-05,0.009297,0.927261
106,0.035296,1.2e-05,0.005033,0.95966
107,0.12655,5.4e-05,0.026059,0.847337
108,0.689687,8e-06,0.033327,0.276979
109,0.106888,7e-06,0.010294,0.882811
110,0.048765,2e-05,0.04855,0.902665
111,0.29289,0.000137,0.038605,0.668368
112,0.34948,0.001167,0.008009,0.641344
113,0.055378,3.7e-05,0.124488,0.820096
114,0.114243,1.9e-05,0.147013,0.738725
115,0.314544,0.000163,0.114273,0.57102
116,0.138955,0.000138,0.151661,0.709246
117,0.283003,8e-06,0.244023,0.472966
118,0.767754,1.7e-05,0.010026,0.222203
119,0.181981,0.000125,0.009608,0.808286
120,0.178583,0.002149,0.010239,0.809029
121,0.217638,0.00323,0.003363,0.775769
122,0.365427,0.000211,0.007823,0.626539
123,0.441865,0.00011,0.005237,0.552788
124,0.196848,0.000179,0.005586,0.797388
125,0.030215,5.1e-05,0.046792,0.922942
126,0.088424,3e-06,0.039822,0.87175
127,0.153885,0.000263,0.002566,0.843286
128,0.244351,0.001607,0.01325,0.740793
129,0.084443,1.3e-05,0.03294,0.882605
130,0.115916,2.1e-05,0.00022,0.883843
131,0.331194,0.001144,0.001662,0.666
132,0.085894,0.005085,0.005897,0.903124
133,0.220794,0.003725,0.002905,0.772577
134,0.133764,0.001369,0.029057,0.835811
135,0.405872,3.2e-05,0.013054,0.581042
