segment_id,p_happy,p_angry,p_sad,p_neutral
0,0.004653,0.012772,0.005835,0.97674
1,0.002549,0.019515,0.020822,0.957114
2,0.005138,0.008089,0.092543,0.89423
3,0.007753,0.006579,0.018901,0.966767
4,0.013195,0.003521,0.005685,0.9776
5,0.006886,0.004442,0.006934,0.981739
6,0.009223,0.011363,0.00665,0.972763
7,0.002852,0.055485,0.011579,0.930084
8,0.002302,0.060874,0.0062,0.930623
9,0.003497,0.016386,0.008177,0.97194
10,0.153681,0.00485,0.004132,0.837338
11,0.071741,0.008759,0.005214,0.914285
12,0.026499,0.006395,0.004431,0.962675
13,0.027176,0.004029,0.004826,0.963969
14,0.023269,0.005086,0.00888,0.962765
15,0.048007,0.006407,0.008669,0.936917
16,0.013077,0.015274,0.097405,0.874244
17,0.011247,0.006207,0.01111,0.971436
18,0.000865,0.045545,0.005681,0.947909
19,0.015776,0.019353,0.020482,0.94439
20,0.003409,0.01051,0.004748,0.981333
21,0.004007,0.028458,0.027351,0.940184
22,0.183912,0.002834,0.062042,0.751212
23,0.632533,0.003989,0.006997,0.356481
24,0.142345,0.006517,0.015407,0.83573
25,0.06273,0.037872,0.021107,0.878291
26,0.023128,0.027826,0.010444,0.938601
27,0.493159,0.017871,0.01087,0.4781
28,0.029085,0.009852,0.585828,0.375235
29,0.011251,0.003226,0.005572,0.979951
30,0.006702,0.004249,0.006218,0.982831
31,0.018035,0.009489,0.014894,0.957582
32,0.006663,0.014426,0.01057,0.968341
33,0.041237,0.009459,0.017562,0.931742
34,0.036866,0.01346,0.077774,0.8719
35,0.081949,0.008134,0.035882,0.874035
36,0.061908,0.009982,0.007483,0.920626
37,0.016594,0.009482,0.008455,0.965469
38,0.002626,0.023793,0.110332,0.863249
39,0.008123,0.032145,0.556572,0.40316
40,0.027573,0.023996,0.012367,0.936065
41,0.002604,0.012045,0.024334,0.961016
42,0.00645,0.077712,0.015086,0.900752
43,0.020703,0.059384,0.329322,0.590591
44,0.096319,0.007516,0.019867,0.876297
45,0.007987,0.006453,0.014234,0.971326
46,0.003259,0.012925,0.043728,0.940088
47,0.003379,0.026156,0.040479,0.929986
48,0.019407,0.007154,0.006438,0.967001
49,0.010861,0.006858,0.014705,0.967575
50,0.01019,0.024055,0.007189,0.958566
51,0.012463,0.00553,0.009442,0.972565
52,0.00739,0.008499,0.05169,0.93242
53,0.003966,0.006395,0.010433,0.979206
54,0.00707,0.012999,0.006934,0.972997
55,0.00284,0.010394,0.002708,0.984059
56,0.002554,0.007026,0.002269,0.988151
57,0.015627,0.023242,0.043655,0.917475
58,0.022493,0.012724,0.045684,0.919099
59,0.008196,0.007173,0.087954,0.896678
60,0.006706,0.028614,0.609325,0.355356
61,0.015084,0.023314,0.089065,0.872536
62,0.006429,0.008532,0.134926,0.850112
63,0.016052,0.025197,0.078965,0.879786
64,0.012024,0.286641,0.038775,0.66256
65,0.043532,0.217506,0.059189,0.679773
66,0.007597,0.009339,0.020053,0.963011
67,0.004531,0.036083,0.519542,0.439843
68,0.009601,0.03457,0.013899,0.941929
69,0.002294,0.831814,0.012256,0.153636
70,0.006234,0.04126,0.090226,0.862281
71,0.005099,0.009649,0.006684,0.978567
72,0.027812,0.02457,0.028919,0.918699
73,0.016371,0.023606,0.010336,0.949687
74,0.236028,0.01333,0.059888,0.690754
75,0.094788,0.006251,0.174544,0.724417
76,0.010675,0.011836,0.015278,0.962211
77,0.074784,0.014505,0.005299,0.905412
78,0.039749,0.029546,0.018088,0.912618
79,0.027416,0.01526,0.018951,0.938373
80,0.003456,0.006439,0.003363,0.986742
81,0.00802,0.014721,0.006286,0.970973
82,0.069149,0.029918,0.006868,0.894064
83,0.017595,0.039356,0.014602,0.928447
84,0.05843,0.025649,0.005544,0.910376
85,0.032911,0.02652,0.011021,0.929548
86,0.016279,0.016352,0.010442,0.956927
87,0.006509,0.004838,0.005041,0.983611
88,0.075254,0.112536,0.00982,0.80239
89,0.063354,0.24206,0.030495,0.664091
90,0.03152,0.120864,0.041648,0.805969
91,0.009954,0.040527,0.038833,0.910686
92,0.013508,0.034329,0.011318,0.940846
93,0.012217,0.192453,0.016064,0.779266
94,0.064601,0.01791,0.004061,0.913428
95,0.013832,0.076173,0.024935,0.88506
96,0.103481,0.139208,0.064613,0.692698
97,0.017145,0.149899,0.024141,0.808815
98,0.030066,0.042954,0.012412,0.914569
99,0.030634,0.013478,0.03172,0.924168
100,0.018355,0.022665,0.008614,0.950366
101,0.005891,0.060126,0.008484,0.925499
102,0.008273,0.016968,0.058033,0.916726
103,0.006675,0.025181,0.003937,0.964208
104,0.00504,0.013994,0.003922,0.977043
105,0.002104,0.034496,0.005624,0.957776
106,0.018286,0.010952,0.016465,0.954297
107,0.016039,0.015152,0.008861,0.959948
108,0.003856,0.011488,0.01199,0.972666
109,0.047053,0.008623,0.019861,0.924463
110,0.343467,0.00774,0.017177,0.631616
111,0.002222,0.006864,0.006528,0.984385
112,0.006964,0.010095,0.004797,0.978143
113,0.002686,0.215583,0.008511,0.773221
114,0.026865,0.110187,0.044233,0.818715
115,0.011304,0.016092,0.022768,0.949836
116,0.017874,0.010315,0.021101,0.95071
117,0.005662,0.003402,0.012828,0.978108
118,0.007375,0.005094,0.02316,0.964371
119,0.015734,0.010305,0.02952,0.944441
120,0.040662,0.027182,0.161149,0.771008
121,0.052072,0.004047,0.003559,0.940322
122,0.052249,0.005646,0.004046,0.938059
123,0.002072,0.030705,0.459726,0.507497
124,0.001086,0.008263,0.923189,0.067462
125,0.001033,0.08107,0.782701,0.135196
126,0.005925,0.023496,0.023349,0.94723
127,0.004842,0.010821,0.035312,0.949025
128,0.005576,0.007431,0.173103,0.81389
129,0.05175,0.00431,0.012502,0.931438
130,0.008489,0.00454,0.025249,0.961722
131,0.006517,0.071424,0.493435,0.428624
132,0.006381,0.060012,0.244484,0.689123
133,0.005246,0.018353,0.052779,0.923623
134,0.003098,0.050502,0.126028,0.820372
135,0.039246,0.005851,0.029214,0.925689
136,0.009195,0.004564,0.011776,0.974465
137,0.004396,0.009781,0.01491,0.970913
138,0.00722,0.016141,0.016674,0.959965
139,0.009361,0.013477,0.008265,0.968897
140,0.002196,0.008549,0.009243,0.980013
141,0.003767,0.00946,0.031355,0.955418
142,0.012981,0.015653,0.018086,0.953281
143,0.003821,0.058978,0.021471,0.91573
144,0.002806,0.01706,0.026915,0.953219
145,0.002397,0.008095,0.017559,0.971949
