segment_id,p_happy,p_angry,p_sad,p_neutral
0,0.020644,0.155806,0.05238,0.771169
1,0.022352,0.01755,0.006897,0.953202
2,0.004835,0.006552,0.002873,0.98574
3,0.011876,0.005179,0.003487,0.979458
4,0.008325,0.008281,0.007399,0.975995
5,0.007336,0.004405,0.007594,0.980665
6,0.010856,0.017381,0.01031,0.961452
7,0.002809,0.012363,0.006528,0.978299
8,0.003363,0.012544,0.008279,0.975814
9,0.01413,0.033856,0.011312,0.940703
10,0.019956,0.011118,0.018113,0.950813
11,0.028936,0.029862,0.04969,0.891512
12,0.056508,0.009549,0.033368,0.900575
13,0.021757,0.009114,0.018651,0.950478
14,0.031398,0.004886,0.035541,0.928174
15,0.422111,0.006487,0.05837,0.513032
16,0.014108,0.008819,0.02483,0.952243
17,0.004822,0.00598,0.026834,0.962364
18,0.010565,0.022531,0.064706,0.902198
19,0.042138,0.04855,0.012825,0.896487
20,0.179834,0.138703,0.10358,0.577883
21,0.005184,0.010918,0.019969,0.963929
22,0.010424,0.005195,0.020744,0.963637
23,0.022504,0.006746,0.005846,0.964904
24,0.648065,0.010833,0.014651,0.326451
25,0.606626,0.026375,0.062308,0.304691
26,0.010067,0.018174,0.027426,0.944332
27,0.558705,0.014435,0.014148,0.412712
28,0.029724,0.027843,0.285244,0.657189
29,0.006553,0.018433,0.053578,0.921436
30,0.037385,0.004018,0.009904,0.948693
31,0.061783,0.004571,0.006743,0.926903
32,0.66142,0.014931,0.006882,0.316768
33,0.02721,0.01075,0.041379,0.920661
34,0.009812,0.011086,0.006206,0.972897
35,0.022707,0.004626,0.01099,0.961678
36,0.048067,0.007996,0.005797,0.93814
37,0.024263,0.00339,0.003599,0.968747
38,0.024168,0.044245,0.024808,0.906778
39,0.088027,0.018953,0.02417,0.868849
40,0.36264,0.007757,0.077228,0.552375
41,0.008134,0.018102,0.006244,0.967519
42,0.014027,0.00496,0.003545,0.977467
43,0.002557,0.020928,0.006044,0.970471
44,0.044394,0.035758,0.013454,0.906394
45,0.025077,0.005053,0.008812,0.961058
46,0.045443,0.027495,0.019012,0.908049
47,0.016623,0.016273,0.012093,0.955011
48,0.01527,0.054897,0.038505,0.891328
49,0.004152,0.014345,0.007897,0.973606
50,0.009642,0.026458,0.008649,0.95525
51,0.011325,0.031688,0.024914,0.932073
52,0.011165,0.006593,0.01074,0.971502
53,0.009344,0.017041,0.015989,0.957626
54,0.003668,0.047891,0.230222,0.718219
55,0.009616,0.005673,0.041592,0.943119
56,0.00507,0.004887,0.013488,0.976556
57,0.010984,0.038626,0.180892,0.769498
58,0.00452,0.017454,0.022648,0.955378
59,0.005749,0.015516,0.004347,0.974388
60,0.004091,0.009181,0.006781,0.979947
61,0.031363,0.032793,0.033392,0.902452
62,0.004335,0.008231,0.003787,0.983648
63,0.004628,0.00629,0.004507,0.984575
64,0.006364,0.01451,0.008894,0.970232
65,0.009874,0.015037,0.003864,0.971225
66,0.004878,0.009831,0.002302,0.982989
67,0.016927,0.012943,0.005394,0.964735
68,0.037848,0.149852,0.01574,0.79656
69,0.00975,0.039883,0.008408,0.941958
70,0.007605,0.051885,0.021069,0.919441
71,0.004427,0.014949,0.004268,0.976357
72,0.008713,0.006093,0.003606,0.981588
73,0.026031,0.0225,0.00818,0.943289
74,0.001943,0.014592,0.006823,0.976642
75,0.002848,0.011504,0.006397,0.979252
76,0.004231,0.028094,0.01092,0.956756
77,0.021063,0.00978,0.008417,0.96074
78,0.004495,0.008757,0.008981,0.977766
79,0.006187,0.014033,0.013888,0.965892
80,0.012481,0.012288,0.006684,0.968547
81,0.012979,0.009456,0.006693,0.970872
82,0.009147,0.021718,0.017755,0.95138
83,0.010362,0.023323,0.030237,0.936078
84,0.009232,0.012069,0.004443,0.974256
85,0.005876,0.010236,0.006818,0.97707
86,0.007137,0.101794,0.019681,0.871388
87,0.007273,0.007361,0.027506,0.95786
88,0.009476,0.011671,0.013346,0.965507
89,0.030883,0.007983,0.011654,0.94948
90,0.003571,0.016639,0.011044,0.968746
91,0.008267,0.0538,0.019712,0.918221
92,0.008048,0.015399,0.037,0.939553
93,0.006418,0.019713,0.006308,0.967561
94,0.00558,0.004906,0.001791,0.987723
95,0.007028,0.009527,0.016914,0.966531
96,0.003066,0.021017,0.008001,0.967916
97,0.005686,0.008371,0.007015,0.978928
98,0.005624,0.009247,0.010197,0.974932
99,0.010797,0.020378,0.028163,0.940662
100,0.049807,0.010097,0.0067,0.933395
101,0.156546,0.010872,0.027811,0.804771
102,0.007349,0.005698,0.019363,0.96759
103,0.003402,0.00925,0.006361,0.980986
104,0.005819,0.015511,0.031332,0.947337
105,0.003931,0.0107,0.024747,0.960622
106,0.009719,0.012763,0.036008,0.94151
107,0.017984,0.062945,0.027317,0.891754
108,0.030495,0.045397,0.013284,0.910823
109,0.008775,0.00611,0.005702,0.979413
110,0.012269,0.014496,0.011778,0.961457
111,0.009336,0.017729,0.012351,0.960584
112,0.069762,0.004367,0.030548,0.895323
113,0.008224,0.031753,0.008807,0.951216
114,0.025643,0.005727,0.008921,0.959709
115,0.002626,0.008627,0.00236,0.986386
116,0.004102,0.017736,0.007499,0.970663
117,0.010965,0.033133,0.347292,0.60861
118,0.009601,0.01545,0.030745,0.944204
119,0.020403,0.016205,0.156888,0.806504
120,0.011123,0.009104,0.018869,0.960903
121,0.00355,0.005911,0.011357,0.979181
122,0.009712,0.128386,0.012874,0.849028
123,0.029103,0.008901,0.033189,0.928807
124,0.913155,0.0019,0.006594,0.078351
125,0.002106,0.011537,0.007098,0.979259
126,0.01542,0.004792,0.010905,0.968883
127,0.026388,0.027558,0.139542,0.806512
128,0.005185,0.018232,0.014814,0.961769
129,0.00417,0.009551,0.022059,0.964219
130,0.007749,0.032132,0.038787,0.921332
131,0.00306,0.009728,0.009417,0.977795
132,0.002817,0.012149,0.010188,0.974847
133,0.06906,0.006031,0.013155,0.911754
134,0.017485,0.018041,0.008692,0.955783
135,0.010129,0.004624,0.006181,0.979066
136,0.002189,0.008012,0.005547,0.984252
137,0.002424,0.018988,0.00966,0.968928
138,0.00391,0.009689,0.007031,0.979369
139,0.006038,0.007716,0.006446,0.979801
140,0.004749,0.006501,0.005388,0.983362
141,0.016254,0.011977,0.016893,0.954876
142,0.007293,0.009287,0.009965,0.973456
143,0.006441,0.009228,0.007658,0.976673
144,0.014512,0.017065,0.025091,0.943333
145,0.0059,0.004926,0.006796,0.982378
146,0.004476,0.029179,0.083535,0.882811
147,0.00362,0.014476,0.128632,0.853272
148,0.003409,0.00836,0.07258,0.915651
149,0.008701,0.026217,0.006049,0.959033
150,0.011352,0.017091,0.009993,0.961565
151,0.002716,0.025109,0.077588,0.894587
152,0.009567,0.012994,0.008593,0.968846
153,0.027641,0.007306,0.008835,0.956219
154,0.003687,0.046243,0.019284,0.930787
155,0.005906,0.025623,0.017895,0.950576
156,0.002982,0.005864,0.003448,0.987706
157,0.005289,0.007371,0.00534,0.982
158,0.008957,0.01508,0.004907,0.971056
159,0.004717,0.009403,0.007581,0.978299
160,0.008342,0.013595,0.009215,0.968848
161,0.00449,0.016139,0.017214,0.962157
