segment_id,p_happy,p_angry,p_sad,p_neutral
0,0.025771,0.013893,0.020965,0.939371
1,0.333572,0.02108,0.009237,0.636111
2,0.014389,0.007081,0.014407,0.964123
3,0.017442,0.008018,0.009815,0.964725
4,0.005033,0.010864,0.008847,0.975256
5,0.007827,0.004706,0.010858,0.97661
6,0.074413,0.004525,0.19153,0.729532
7,0.013294,0.075763,0.311337,0.599607
8,0.01606,0.027476,0.027561,0.928904
9,0.003352,0.007377,0.007163,0.982107
10,0.003798,0.007371,0.0056,0.983231
11,0.006886,0.019413,0.077373,0.896328
12,0.015549,0.016245,0.037605,0.9306
13,0.003881,0.012427,0.006797,0.976895
14,0.014573,0.008365,0.02787,0.949192
15,0.008114,0.010403,0.038211,0.943272
16,0.841456,0.003947,0.006578,0.148019
17,0.765207,0.005205,0.00506,0.224528
18,0.495652,0.008569,0.011826,0.483954
19,0.037964,0.006357,0.033116,0.922563
20,0.083591,0.07709,0.244534,0.594784
21,0.008722,0.088785,0.042672,0.85982
22,0.023153,0.119362,0.037991,0.819494
23,0.009394,0.005089,0.033475,0.952042
24,0.019562,0.007863,0.038582,0.933993
25,0.014189,0.061278,0.179737,0.744796
26,0.004135,0.009858,0.008236,0.977771
27,0.016221,0.007432,0.007195,0.969151
28,0.001807,0.008824,0.006455,0.982914
29,0.004647,0.440118,0.067964,0.487271
30,0.007445,0.008806,0.00319,0.980559
31,0.061086,0.011929,0.008535,0.918451
32,0.027462,0.010855,0.009385,0.952299
33,0.011276,0.273176,0.018258,0.69729
34,0.009111,0.205072,0.031944,0.753874
35,0.010811,0.33127,0.023559,0.63436
36,0.064092,0.231069,0.018423,0.686415
37,0.032444,0.049371,0.016044,0.90214
38,0.00563,0.007893,0.003793,0.982685
39,0.016024,0.280851,0.014706,0.688418
40,0.026094,0.038401,0.004795,0.93071
41,0.011938,0.007902,0.005661,0.974499
42,0.537494,0.033375,0.106785,0.322345
43,0.343811,0.008473,0.013616,0.634099
44,0.011929,0.008689,0.002962,0.976421
45,0.007824,0.025268,0.007066,0.959842
46,0.008315,0.011337,0.014693,0.965655
47,0.031267,0.008112,0.082716,0.877905
48,0.05929,0.008744,0.05287,0.879096
49,0.01346,0.004516,0.012825,0.9692
50,0.029382,0.011758,0.036183,0.922677
51,0.023686,0.008547,0.015306,0.952461
52,0.00672,0.008296,0.008191,0.976793
53,0.008697,0.006056,0.00871,0.976537
54,0.004702,0.011974,0.002974,0.980349
55,0.060036,0.054058,0.031828,0.854078
56,0.015039,0.027679,0.074917,0.882364
57,0.009493,0.008293,0.010092,0.972123
58,0.00436,0.017457,0.022141,0.956041
59,0.039461,0.100511,0.08643,0.773598
60,0.005228,0.012778,0.008436,0.973559
61,0.005286,0.006061,0.01348,0.975173
62,0.005574,0.012922,0.00864,0.972865
63,0.008842,0.060521,0.021758,0.908879
64,0.002097,0.013398,0.841539,0.142966
65,0.004995,0.114968,0.197243,0.682794
66,0.016825,0.006394,0.005736,0.971045
