segment_id,p_happy,p_angry,p_sad,p_neutral
0,0.175648,0.000163,0.002375,0.821814
1,0.518228,0.000122,0.113612,0.368039
2,0.73904,4.2e-05,0.108409,0.15251
3,0.590606,0.000345,0.189857,0.219192
4,0.103458,9e-06,0.825058,0.071474
5,0.086891,1.6e-05,0.499777,0.413316
6,0.028711,0.000114,0.041679,0.929496
7,0.089041,0.001065,0.008079,0.901815
8,0.051083,0.002853,0.002636,0.943428
9,0.063637,0.008,0.016926,0.911437
10,0.172059,0.005141,0.004823,0.817977
11,0.025145,0.019199,0.000863,0.954793
12,0.667475,0.015199,0.003301,0.314026
13,0.941288,0.000764,0.001141,0.056806
14,0.938296,0.000145,0.001595,0.059964
15,0.354759,0.001401,0.019191,0.624648
16,0.073921,0.003887,0.001577,0.920615
17,0.162239,0.00151,0.003675,0.832576
18,0.06867,0.011012,0.002364,0.917953
19,0.01832,0.001344,0.001044,0.979292
20,0.138809,0.000977,0.00296,0.857255
21,0.108566,0.009189,0.001417,0.880828
22,0.281731,0.020866,0.007779,0.689625
23,0.222012,0.004196,0.027087,0.746705
24,0.068256,0.034526,0.003754,0.893465
25,0.020203,0.007226,0.001105,0.971467
26,0.039036,0.006523,0.000994,0.953447
27,0.089664,0.017487,0.00183,0.891019
28,0.223714,0.083936,0.004058,0.688292
29,0.624516,0.008464,0.00588,0.36114
30,0.040026,7.4e-05,0.005912,0.953987
31,0.028159,0.007662,0.000373,0.963806
32,0.030191,0.00151,0.000293,0.968005
33,0.158023,0.002435,0.000109,0.839433
34,0.200529,0.02161,0.001618,0.776242
35,0.53627,0.008573,0.025807,0.429351
36,0.480059,0.00159,0.002161,0.51619
37,0.005546,0.004646,0.000119,0.989689
38,0.039068,0.26399,0.002112,0.69483
39,0.279929,0.000973,0.003046,0.716053
40,0.200485,0.000529,0.001185,0.797802
41,0.266267,0.057404,0.002772,0.673557
42,0.65868,0.040455,0.007762,0.293103
43,0.166489,0.01031,0.005981,0.817221
44,0.304775,0.003329,0.391995,0.299901
