segment_id,p_happy,p_angry,p_sad,p_neutral
0,0.431712,0.001793,0.108426,0.458069
1,0.628312,0.001402,0.005637,0.36465
2,0.747541,0.000514,0.06002,0.191925
3,0.245432,0.002056,0.010112,0.742399
4,0.178482,0.024486,0.001055,0.795976
5,0.164755,0.004408,0.001157,0.82968
6,0.325834,0.000351,0.010476,0.663338
7,0.521276,0.001034,0.027919,0.44977
8,0.762854,4.5e-05,0.027161,0.20994
9,0.378943,0.000843,0.006646,0.613568
10,0.255322,0.043797,0.064923,0.635957
11,0.297855,0.013506,0.078323,0.610317
12,0.2861,0.01911,0.006413,0.688378
13,0.416366,0.015332,0.002977,0.565325
14,0.516068,0.01508,0.009948,0.458904
15,0.686377,0.003924,0.030864,0.278834
16,0.346916,2.2e-05,0.004114,0.648949
17,0.315338,0.002011,0.006346,0.676306
18,0.524832,0.002176,0.222343,0.25065
19,0.472013,0.100561,0.015644,0.411782
20,0.584561,0.001851,0.101816,0.311773
21,0.727629,1.7e-05,0.008112,0.264242
22,0.276586,0.001533,0.015938,0.705943
23,0.199303,0.000345,0.018528,0.781824
24,0.410112,0.012647,0.117788,0.459452
25,0.547894,0.000393,0.050202,0.401511
26,0.423854,0.004805,0.150603,0.420738
27,0.363497,0.011418,0.536229,0.088856
28,0.074654,0.000416,0.00714,0.91779
29,0.269939,0.000295,0.088445,0.641321
30,0.138457,0.002859,0.698717,0.159966
31,0.555551,4.6e-05,0.414687,0.029716
32,0.466847,0.000273,0.001497,0.531384
33,0.293268,0.000128,0.002286,0.704317
34,0.48915,0.000122,0.009981,0.500747
35,0.1353,0.001778,0.004098,0.858825
36,0.103786,0.000729,0.000953,0.894533
37,0.178424,0.000214,0.001767,0.819595
38,0.262251,0.001073,0.000825,0.735851
39,0.400499,0.002972,0.017803,0.578726
40,0.277954,0.00062,0.001647,0.719779
41,0.248942,0.027008,0.000823,0.723226
42,0.411906,0.010872,0.015262,0.56196
43,0.6273,0.012669,0.008639,0.351392
44,0.205138,0.010771,0.001597,0.782493
45,0.369432,0.005712,0.002013,0.622843
46,0.380288,0.000898,0.001326,0.617489
47,0.219743,0.001964,0.001042,0.777251
48,0.076337,0.000228,0.000306,0.923129
49,0.090136,2.9e-05,0.003851,0.905984
50,0.174811,0.00157,0.018444,0.805175
51,0.433423,0.004279,0.008032,0.554266
52,0.252726,0.009081,0.003194,0.734999
