segment_id,p_happy,p_angry,p_sad,p_neutral
0,0.130201,0.152774,0.067612,0.649413
1,0.783944,0.007054,0.127188,0.081815
2,0.808842,0.013039,0.019896,0.158223
3,0.781108,0.003271,0.075869,0.139751
4,0.491413,0.010861,0.304715,0.193011
5,0.755212,0.008048,0.097459,0.139281
6,0.441338,0.004225,0.528634,0.025803
7,0.752624,0.018405,0.114714,0.114257
8,0.185459,0.039858,0.007228,0.767455
9,0.1809,0.230341,0.068532,0.520227
10,0.593712,0.014085,0.082628,0.309574
11,0.383135,0.003947,0.076291,0.536627
12,0.408389,0.000664,0.463698,0.127249
13,0.767551,0.001751,0.070503,0.160195
14,0.319836,0.003523,0.032216,0.644426
15,0.075967,0.007173,0.05131,0.865549
16,0.421466,0.025372,0.048683,0.504479
17,0.790496,0.018528,0.114554,0.076422
18,0.503946,0.002998,0.377989,0.115066
19,0.776523,0.002512,0.191468,0.029497
20,0.697589,0.013146,0.093093,0.196171
21,0.434842,0.027698,0.187058,0.350402
22,0.293037,0.003711,0.458354,0.244897
23,0.815765,0.001179,0.081984,0.101072
24,0.590095,0.023808,0.236027,0.150069
25,0.834952,0.019136,0.026655,0.119257
26,0.664024,0.025093,0.029714,0.281168
27,0.525074,0.105639,0.078005,0.291282
28,0.786637,0.014482,0.076245,0.122637
29,0.526904,0.012258,0.019466,0.441372
30,0.282673,0.000253,0.024209,0.692865
31,0.405534,0.001304,0.00056,0.592602
32,0.089977,5.5e-05,0.000192,0.909776
33,0.530882,0.000124,0.006066,0.462928
34,0.877739,0.007451,0.002946,0.111864
35,0.284225,0.002872,0.030117,0.682786
36,0.595071,0.000125,0.194235,0.210568
37,0.622424,0.086556,0.013292,0.277729
38,0.357833,0.004562,0.016705,0.6209
39,0.355794,0.000127,0.051563,0.592516
40,0.025293,0.000146,0.003491,0.97107
41,0.025279,0.000189,0.002136,0.972396
42,0.040587,6.2e-05,0.010674,0.948677
43,0.113384,4e-05,0.006518,0.880058
44,0.251872,8.2e-05,0.00346,0.744585
45,0.817967,1.9e-05,0.001064,0.180951
46,0.038923,1.1e-05,0.000292,0.960774
47,0.04906,0.000208,0.000935,0.949797
48,0.149592,0.010893,0.0018,0.837715
49,0.110451,0.00609,0.000465,0.882995
50,0.029962,0.001655,0.000667,0.967717
51,0.06363,0.000137,0.001715,0.934518
52,0.026946,6.9e-05,0.004426,0.968559
53,0.01523,2.3e-05,0.002803,0.981943
54,0.031649,5e-06,0.021228,0.947118
55,0.121407,8.8e-05,0.030523,0.847983
56,0.226793,0.000299,0.04693,0.725978
57,0.298318,0.000674,0.199431,0.501577
58,0.476433,0.002905,0.044998,0.475664
59,0.808733,0.002461,0.001854,0.186952
60,0.245332,0.001026,0.002746,0.750897
61,0.065847,7.4e-05,0.000713,0.933366
62,0.150077,0.000618,0.000628,0.848677
63,0.119764,0.000792,0.002561,0.876883
64,0.019846,7.2e-05,0.011831,0.968251
65,0.011862,5.8e-05,0.168675,0.819405
66,0.043822,0.000651,0.000104,0.955423
67,0.121468,0.000184,0.000133,0.878215
68,0.004893,0.000115,0.007895,0.987097
69,0.012027,0.000598,0.006495,0.980879
70,0.06378,0.000111,0.050241,0.885868
71,0.585243,0.000643,0.015934,0.39818
72,0.933591,6.3e-05,0.001907,0.06444
73,0.650545,0.000188,0.001758,0.347509
74,0.23414,0.008042,0.005651,0.752167
75,0.797356,0.025385,0.001247,0.176012
76,0.963329,0.001787,0.000154,0.03473
77,0.72342,0.004978,0.000764,0.270837
78,0.087916,0.000149,0.000144,0.911791
79,0.034736,0.000131,0.000134,0.964999
80,0.084832,3e-05,0.002073,0.913064
81,0.191783,0.013279,0.00253,0.792408
82,0.11061,0.003992,0.001399,0.883999
83,0.730614,6.6e-05,0.003632,0.265687
84,0.556064,0.001539,0.00101,0.441388
