meeting_id,segment_id,p_happy,p_angry,p_sad,p_neutral
ES2004c,0,0.18221,0.269472,0.280673,0.267645
ES2004c,1,0.19560419560419562,0.2687612687612688,0.26595126595126595,0.2696832696832697
ES2004c,2,0.201843,0.281728,0.278932,0.237497
ES2004c,3,0.196013196013196,0.2884362884362885,0.2682612682612683,0.2472892472892473
ES2004c,4,0.20617679382320614,0.26375673624326373,0.26130973869026125,0.26875673124326876
ES2004c,5,0.211478,0.270077,0.262538,0.255907
ES2004c,6,0.1871118128881871,0.25406974593025405,0.2961787038212962,0.2626397373602626
ES2004c,7,0.23371123371123373,0.2755582755582756,0.26158426158426157,0.22914622914622915
ES2004c,8,0.205113,0.273637,0.279022,0.242228
ES2004c,9,0.18635581364418635,0.26050673949326053,0.2847547152452848,0.2683827316172684
ES2004c,10,0.1908181908181908,0.2764842764842765,0.28310028310028307,0.24959724959724958
ES2004c,11,0.183496,0.274113,0.285128,0.257263
ES2004c,12,0.183822,0.300652,0.284962,0.230564
ES2004c,13,0.182995817004183,0.29721470278529727,0.2888877111122889,0.23090176909823093
ES2004c,14,0.190346,0.276056,0.277587,0.256011
ES2004c,15,0.1815798184201816,0.2624697375302625,0.2734507265492735,0.2824997175002825
ES2004c,16,0.190027,0.251081,0.284372,0.27452
ES2004c,17,0.215691,0.253279,0.28108,0.24995
ES2004c,18,0.201257,0.277212,0.266352,0.255179
ES2004c,19,0.191152,0.271329,0.283474,0.254045
ES2004c,20,0.19084919084919086,0.2770602770602771,0.26865326865326866,0.2634372634372634
ES2004c,21,0.185131,0.273312,0.258314,0.283243
ES2004c,22,0.194323,0.248107,0.265591,0.291979
ES2004c,23,0.177279,0.280673,0.28085,0.261198
ES2004c,24,0.181263,0.25759,0.291096,0.270051
ES2004c,25,0.192185,0.257086,0.274985,0.275744
ES2004c,26,0.191195,0.247483,0.275632,0.28569
ES2004c,27,0.189618,0.261371,0.267742,0.281269
ES2004c,28,0.18542381457618545,0.2702877297122703,0.29540370459629545,0.2488847511152489
ES2004c,29,0.201633,0.276536,0.282923,0.238908
ES2004c,30,0.203116,0.273868,0.276495,0.246521
ES2004c,31,0.2052957947042053,0.29269170730829275,0.28300671699328306,0.21900578099421902
ES2004c,32,0.213317,0.281694,0.262707,0.242282
ES2004c,33,0.190286,0.288011,0.282174,0.239529
ES2004c,34,0.18313918313918315,0.2512122512122512,0.26720126720126725,0.29844729844729845
ES2004c,35,0.18354218354218355,0.2682222682222682,0.2752812752812753,0.2729542729542729
ES2004c,36,0.18068,0.300721,0.284375,0.234224
ES2004c,37,0.184911,0.269728,0.265419,0.279942
ES2004c,38,0.180122,0.288209,0.276135,0.255534
ES2004c,39,0.177071,0.287178,0.294305,0.241446
ES2004c,40,0.21490900000000002,0.27226000000000006,0.27910500000000005,0.23372600000000002
ES2004c,41,0.238528,0.247946,0.258819,0.254707
ES2004c,42,0.244095,0.256354,0.252907,0.246644
ES2004c,43,0.224482,0.267669,0.245174,0.262675
ES2004c,44,0.1961998038001962,0.25473774526225473,0.2609497390502609,0.2881127118872881
ES2004c,45,0.18808,0.266199,0.264194,0.281527
ES2004c,46,0.18859,0.279124,0.266242,0.266044
ES2004c,47,0.173477,0.282004,0.273548,0.270971
ES2004c,48,0.178746,0.306634,0.280648,0.233972
ES2004c,49,0.17879000000000003,0.25856700000000005,0.28302700000000003,0.27961600000000003
ES2004c,50,0.211832,0.24702,0.281711,0.259437
ES2004c,51,0.184515,0.277293,0.267581,0.270611
