meeting_id,segment_id,p_happy,p_angry,p_sad,p_neutral
ES2002a,0,0.18344081655918346,0.2224857775142225,0.2530687469312531,0.34100465899534105
ES2002a,1,0.183886,0.217928,0.249438,0.348748
ES2002a,2,0.18034981965018038,0.29784570215429784,0.28712171287828714,0.2346827653172347
ES2002a,3,0.185293,0.268331,0.295421,0.250955
ES2002a,4,0.193245,0.292304,0.274937,0.239514
ES2002a,5,0.23756523756523754,0.27414127414127415,0.2499022499022499,0.23839123839123835
ES2002a,6,0.207654,0.286973,0.270383,0.23499
ES2002a,7,0.23414600000000002,0.26532800000000006,0.26767700000000005,0.23284900000000003
ES2002a,8,0.171030171030171,0.30726030726030723,0.27600727600727604,0.24570224570224572
ES2002a,9,0.216437,0.286534,0.253375,0.243654
ES2002a,10,0.17467182532817468,0.3033026966973033,0.27752272247727755,0.2445027554972445
ES2002a,11,0.186437,0.275967,0.279256,0.25834
ES2002a,12,0.16994716994716993,0.3056873056873057,0.2846502846502847,0.23971523971523973
ES2002a,13,0.1944061944061944,0.2911132911132911,0.2803612803612804,0.2341192341192341
ES2002a,14,0.18189781810218192,0.2947817052182948,0.27534172465827533,0.247978752021248
ES2002a,15,0.209887,0.280196,0.276469,0.233448
ES2002a,16,0.259145,0.249233,0.25942,0.232202
ES2002a,17,0.251886,0.260572,0.267985,0.219557
ES2002a,18,0.30453530453530453,0.2516402516402516,0.24205924205924206,0.20176520176520177
ES2002a,19,0.266688,0.24158,0.236144,0.255588
ES2002a,20,0.189458,0.211173,0.242855,0.356514
ES2002a,21,0.199038,0.282213,0.259973,0.258776
ES2002a,22,0.189614,0.31026,0.261812,0.238314
ES2002a,23,0.20474779525220477,0.27494672505327494,0.27572872427127576,0.24457675542324459
ES2002a,24,0.21066821066821065,0.2801442801442801,0.27997227997227997,0.2292152292152292
ES2002a,25,0.1918071918071918,0.2688282688282688,0.26786826786826784,0.2714962714962715
ES2002a,26,0.194407,0.264781,0.26579,0.275022
ES2002a,27,0.179928,0.273478,0.281239,0.265355
ES2002a,28,0.179758,0.286896,0.275662,0.257684
ES2002a,29,0.18200318200318202,0.28652928652928655,0.2814962814962816,0.24997124997125
ES2002a,30,0.1771141771141771,0.2834462834462834,0.28808528808528805,0.2513542513542514
ES2002a,31,0.18982000000000002,0.26113200000000003,0.27387200000000006,0.27517600000000003
ES2002a,32,0.183926,0.263039,0.278012,0.275023
ES2002a,33,0.197347,0.258325,0.300074,0.244254
ES2002a,34,0.1945698054301946,0.2854507145492855,0.28332571667428336,0.23665376334623667
ES2002a,35,0.182148,0.289292,0.284451,0.244109
ES2002a,36,0.23288423288423288,0.27361227361227364,0.2725822725822726,0.2209212209212209
ES2002a,37,0.178913,0.285594,0.282054,0.253439
ES2002a,38,0.1902248097751902,0.2743407256592743,0.25467974532025467,0.28075471924528067
ES2002a,39,0.178879,0.296449,0.257467,0.267205
ES2002a,40,0.17803,0.298391,0.28398,0.239599
ES2002a,41,0.176013,0.305321,0.29988,0.218786
ES2002a,42,0.177134,0.305721,0.292149,0.224996
ES2002a,43,0.175496,0.285268,0.287391,0.251845
ES2002a,44,0.18666,0.265734,0.264767,0.282839
ES2002a,45,0.181749,0.250967,0.26838,0.298904
ES2002a,46,0.20349920349920353,0.2353092353092353,0.2637762637762638,0.29741529741529743
ES2002a,47,0.17336617336617335,0.2934952934952935,0.28784928784928787,0.2452892452892453
ES2002a,48,0.174549,0.2873,0.296281,0.24187
ES2002a,49,0.1854821854821855,0.2943262943262943,0.2778232778232778,0.24236824236824236
ES2002a,50,0.175205,0.299952,0.282654,0.242189
ES2002a,51,0.21215621215621214,0.283020283020283,0.2893102893102893,0.2155132155132155
ES2002a,52,0.182223,0.28464,0.287085,0.246052
ES2002a,53,0.171544,0.294928,0.281853,0.251675
ES2002a,54,0.1677008322991677,0.29987570012429987,0.2746447253552746,0.2577787422212578
ES2002a,55,0.179644,0.290809,0.291033,0.238514
ES2002a,56,0.208565,0.296327,0.283436,0.211672
ES2002a,57,0.199975,0.296628,0.285238,0.218159
ES2002a,58,0.18227900000000002,0.29972000000000004,0.29303100000000004,0.22497000000000003
ES2002a,59,0.182168,0.291719,0.275732,0.250381
ES2002a,60,0.18736318736318736,0.2665952665952666,0.2836472836472836,0.2623942623942624
ES2002a,61,0.2429102429102429,0.26894226894226897,0.2756942756942757,0.21245321245321247
ES2002a,62,0.30854930854930857,0.2441172441172441,0.23626823626823626,0.21106521106521106
ES2002a,63,0.308334,0.240461,0.256648,0.194557
ES2002a,64,0.1784808215191785,0.23866576133423867,0.282980717019283,0.2998727001272999
ES2002a,65,0.186421,0.203336,0.225297,0.384946
ES2002a,66,0.179096,0.225957,0.304734,0.290213
ES2002a,67,0.180555,0.232912,0.296156,0.290377
ES2002a,68,0.1762071762071762,0.23172723172723173,0.3055073055073055,0.2865582865582865
ES2002a,69,0.177112,0.221441,0.296293,0.305154
ES2002a,70,0.179016179016179,0.21788421788421786,0.29358229358229354,0.3095173095173095
ES2002a,71,0.183707,0.225445,0.271718,0.31913
ES2002a,72,0.182646,0.229584,0.275126,0.312644
ES2002a,73,0.185206,0.214484,0.283009,0.317301
ES2002a,74,0.1835,0.215527,0.279708,0.321265
ES2002a,75,0.18272618272618274,0.22633522633522635,0.2792792792792793,0.3116593116593117
ES2002a,76,0.1839298160701839,0.21500378499621497,0.2876327123672876,0.3134336865663134
ES2002a,77,0.182791,0.218457,0.288347,0.310405
ES2002a,78,0.183661,0.216103,0.279128,0.321108
ES2002a,79,0.18261400000000003,0.21427100000000002,0.28519100000000003,0.31792400000000004
ES2002a,80,0.18207481792518207,0.21334478665521336,0.29113070886929115,0.31344968655031347
ES2002a,81,0.183727,0.212728,0.274495,0.32905
ES2002a,82,0.184385,0.213481,0.27471,0.327424
ES2002a,83,0.1837858162141838,0.21141078858921142,0.2783147216852783,0.3264886735113265
ES2002a,84,0.183824,0.21445,0.276384,0.325342
ES2002a,85,0.18341581658418343,0.23131676868323134,0.24426475573524428,0.34100265899734106
ES2002a,86,0.182584,0.260655,0.251189,0.305572
ES2002a,87,0.178719,0.27008,0.265408,0.285793
ES2002a,88,0.18678381321618676,0.23526576473423524,0.25198474801525195,0.3259656740343259
ES2002a,89,0.1996161996161996,0.3078183078183078,0.2762132762132762,0.21635221635221635
ES2002a,90,0.205018,0.299047,0.277712,0.218223
ES2002a,91,0.1885611885611886,0.2894782894782895,0.2927862927862928,0.22917422917422917
ES2002a,92,0.198114,0.279105,0.286982,0.235799
ES2002a,93,0.257995,0.265673,0.25704,0.219292
ES2002a,94,0.280388,0.262804,0.243468,0.21334
ES2002a,95,0.18581418581418582,0.19342419342419345,0.20090620090620093,0.41985541985541985
ES2002a,96,0.20104379895620106,0.3024656975343025,0.2740987259012741,0.22239177760822243
ES2002a,97,0.211155,0.29395,0.28324,0.211655
ES2002a,98,0.21773921773921776,0.28529028529028533,0.2746702746702747,0.22230022230022234
ES2002a,99,0.21271578728421273,0.30018269981730017,0.286961713038287,0.20013979986020017
ES2002a,100,0.22053,0.298111,0.281988,0.199371
ES2002a,101,0.19752480247519755,0.30543969456030545,0.24155975844024158,0.2554757445242555
ES2002a,102,0.20500200000000002,0.3026190000000001,0.25943000000000005,0.23294900000000002
ES2002a,103,0.20633,0.254816,0.236758,0.302096
ES2002a,104,0.190486,0.245278,0.221713,0.342523
ES2002a,105,0.183396,0.260401,0.271818,0.284385
ES2002a,106,0.21626078373921628,0.2789387210612789,0.2559177440822559,0.2488827511172489
ES2002a,107,0.21030078969921032,0.26428373571626435,0.2762837237162763,0.24913175086824915
ES2002a,108,0.183096,0.250763,0.267725,0.298416
ES2002a,109,0.187115,0.263979,0.262082,0.286824
ES2002a,110,0.231067,0.285741,0.247005,0.236187
ES2002a,111,0.19032019032019032,0.28828228828228825,0.2583242583242583,0.26307326307326306
ES2002a,112,0.17578382421617575,0.2551057448942551,0.27493572506427494,0.29417470582529415
ES2002a,113,0.1829181829181829,0.2572942572942573,0.28122528122528123,0.2785622785622785
ES2002a,114,0.17980982019017983,0.2606427393572607,0.2751997248002752,0.28434771565228434
ES2002a,115,0.187775,0.234445,0.27483,0.30295
ES2002a,116,0.206138,0.260528,0.257182,0.276152
ES2002a,117,0.176462,0.255044,0.238224,0.33027
ES2002a,118,0.182216,0.238354,0.242793,0.336637
ES2002a,119,0.19991880008119992,0.2233347766652233,0.2701557298442701,0.30659069340930656
ES2002a,120,0.19765980234019767,0.23314776685223315,0.2912027087972912,0.27798972201027805
ES2002a,121,0.25,0.25,0.25,0.25
ES2002a,122,0.25,0.25,0.25,0.25
ES2002a,123,0.25,0.25,0.25,0.25
ES2002a,124,0.25,0.25,0.25,0.25
ES2002a,125,0.25,0.25,0.25,0.25
ES2002a,126,0.25,0.25,0.25,0.25
ES2002a,127,0.25,0.25,0.25,0.25
ES2002a,128,0.25,0.25,0.25,0.25
ES2002a,129,0.25,0.25,0.25,0.25
ES2002a,130,0.25,0.25,0.25,0.25
ES2002a,131,0.25,0.25,0.25,0.25
ES2002a,132,0.18617318617318615,0.25043325043325043,0.28707528707528707,0.2763182763182763
ES2002a,133,0.25,0.25,0.25,0.25
ES2002a,134,0.19479200000000002,0.26910000000000006,0.28811200000000003,0.24799600000000002
ES2002a,135,0.169161,0.301734,0.301057,0.228048
ES2002a,136,0.25,0.25,0.25,0.25
ES2002a,137,0.25,0.25,0.25,0.25
ES2002a,138,0.25,0.25,0.25,0.25
ES2002a,139,0.25,0.25,0.25,0.25
ES2002a,140,0.25,0.25,0.25,0.25
ES2002a,141,0.25,0.25,0.25,0.25
ES2002a,142,0.25,0.25,0.25,0.25
ES2002a,143,0.25,0.25,0.25,0.25
ES2002a,144,0.25,0.25,0.25,0.25
