meeting_id,segment_id,p_happy,p_angry,p_sad,p_neutral
ES2004b,0,0.19160619160619158,0.26783626783626785,0.27479527479527477,0.26576226576226575
ES2004b,1,0.210641,0.252377,0.295323,0.241659
ES2004b,2,0.186639,0.262746,0.248041,0.302574
ES2004b,3,0.19894680105319892,0.25949474050525945,0.26658473341526656,0.27497372502627493
ES2004b,4,0.178552,0.262361,0.239159,0.319928
ES2004b,5,0.171236,0.265121,0.250158,0.313485
ES2004b,6,0.218179,0.236717,0.280985,0.264119
ES2004b,7,0.216263,0.248484,0.263832,0.271421
ES2004b,8,0.180075,0.276428,0.286042,0.257455
ES2004b,9,0.177103,0.263896,0.311812,0.247189
ES2004b,10,0.177608,0.259017,0.297315,0.26606
ES2004b,11,0.17816517816517818,0.2670332670332671,0.2990272990272991,0.25577425577425583
ES2004b,12,0.180804,0.236057,0.289772,0.293367
ES2004b,13,0.17258682741317255,0.25806274193725803,0.3054486945513054,0.2639017360982639
ES2004b,14,0.170593,0.250463,0.303381,0.275563
ES2004b,15,0.173333,0.270611,0.306038,0.250018
ES2004b,16,0.172115,0.24781,0.295825,0.28425
ES2004b,17,0.177765,0.221843,0.285422,0.31497
ES2004b,18,0.176997,0.242891,0.280278,0.299834
ES2004b,19,0.17239517239517238,0.2823552823552824,0.30902430902430905,0.23622523622523622
ES2004b,20,0.174279,0.278891,0.30842,0.23841
ES2004b,21,0.17679982320017681,0.2777487222512778,0.3102956897043103,0.23515576484423517
ES2004b,22,0.175655,0.269176,0.304278,0.250891
ES2004b,23,0.178451,0.276456,0.291011,0.254082
ES2004b,24,0.188261,0.273231,0.294391,0.244117
ES2004b,25,0.181939,0.272823,0.272562,0.272676
ES2004b,26,0.17660882339117656,0.2662217337782662,0.3001506998493001,0.257018742981257
ES2004b,27,0.17607,0.277401,0.30677,0.239759
ES2004b,28,0.180279,0.282163,0.287413,0.250145
ES2004b,29,0.190982,0.284971,0.275048,0.248999
ES2004b,30,0.178043,0.27693,0.289036,0.255991
ES2004b,31,0.17695317695317697,0.26343426343426346,0.28156028156028157,0.2780522780522781
ES2004b,32,0.174837,0.277122,0.300051,0.24799
ES2004b,33,0.17061917061917062,0.2832052832052832,0.30126430126430126,0.2449112449112449
ES2004b,34,0.172497,0.261864,0.283527,0.282112
ES2004b,35,0.174179,0.269714,0.275451,0.280656
ES2004b,36,0.169969,0.273972,0.304997,0.251062
ES2004b,37,0.18041,0.284431,0.298419,0.23674
ES2004b,38,0.19621919621919626,0.25436425436425436,0.28212828212828217,0.2672882672882674
ES2004b,39,0.1857991857991858,0.24749024749024748,0.2748272748272748,0.2918832918832919
ES2004b,40,0.19235800000000003,0.25440700000000005,0.29211600000000004,0.26111900000000005
ES2004b,41,0.20176,0.277465,0.271293,0.249482
ES2004b,42,0.191492,0.278361,0.293391,0.236756
ES2004b,43,0.18554,0.282535,0.293634,0.238291
ES2004b,44,0.18639,0.259084,0.283215,0.271311
ES2004b,45,0.19890480109519887,0.26622673377326617,0.27676972323027677,0.2580987419012581
ES2004b,46,0.187817,0.25408,0.296682,0.261421
ES2004b,47,0.190078,0.282413,0.285862,0.241647
ES2004b,48,0.1804378195621804,0.2815447184552815,0.2878947121052879,0.2501227498772501
ES2004b,49,0.187833,0.276317,0.269176,0.266674
ES2004b,50,0.188856,0.287543,0.282159,0.241442
ES2004b,51,0.1755791755791756,0.2803872803872804,0.3086533086533087,0.2353802353802354
ES2004b,52,0.176651,0.263758,0.291532,0.268059
ES2004b,53,0.176525,0.265987,0.283806,0.273682
ES2004b,54,0.177095,0.255166,0.287096,0.280643
ES2004b,55,0.18132781867218134,0.2562467437532563,0.28703071296928706,0.2753947246052754
ES2004b,56,0.177017,0.250997,0.288863,0.283123
ES2004b,57,0.18965781034218968,0.2591577408422592,0.2860397139602861,0.2651447348552652
ES2004b,58,0.18727018727018727,0.2657532657532658,0.28336328336328337,0.2636132636132636
ES2004b,59,0.176772,0.280314,0.283945,0.258969
ES2004b,60,0.180938,0.279874,0.295839,0.243349
ES2004b,61,0.175052,0.288454,0.278694,0.2578
ES2004b,62,0.208251,0.267331,0.294697,0.229721
ES2004b,63,0.17175782824217173,0.28578971421028576,0.2697387302612697,0.2727137272862727
ES2004b,64,0.180095,0.269203,0.265413,0.285289
ES2004b,65,0.20228020228020227,0.25217525217525216,0.24013224013224016,0.30541230541230546
ES2004b,66,0.201037,0.229085,0.262261,0.307617
ES2004b,67,0.23045876954123043,0.2265167734832265,0.2534357465642534,0.28958871041128953
ES2004b,68,0.180331,0.232756,0.252271,0.334642
ES2004b,69,0.177877,0.243412,0.268325,0.310386
ES2004b,70,0.18443618443618445,0.242997242997243,0.2514012514012514,0.3211653211653212
ES2004b,71,0.181058,0.265346,0.254633,0.298963
ES2004b,72,0.195367,0.2581,0.257378,0.289155
ES2004b,73,0.18860081139918858,0.24458775541224456,0.24666675333324664,0.32014467985532014
ES2004b,74,0.185508,0.231905,0.250754,0.331833
ES2004b,75,0.182579,0.236396,0.24822,0.332805
ES2004b,76,0.181985181985182,0.24732224732224728,0.24512624512624512,0.3255663255663256
ES2004b,77,0.181508,0.240172,0.247038,0.331282
ES2004b,78,0.180454,0.285629,0.251431,0.282486
ES2004b,79,0.18613818613818614,0.2245982245982246,0.2523902523902524,0.33687333687333687
ES2004b,80,0.181289,0.239375,0.260922,0.318414
ES2004b,81,0.1877468122531877,0.24699675300324694,0.24836275163724833,0.3168936831063169
ES2004b,82,0.17807817807817808,0.23255323255323257,0.2594942594942595,0.3298743298743299
ES2004b,83,0.180125,0.255212,0.244393,0.32027
ES2004b,84,0.177679,0.269672,0.259569,0.29308
ES2004b,85,0.176879,0.262938,0.256231,0.303952
